x,amount,length,area,labels.distribution.amount,labels.distribution.length,labels.distribution.area,labels.generation.amount,labels.generation.length,labels.generation.area,labels.industrial.amount,labels.industrial.length,labels.industrial.area,labels.transmission.amount,labels.transmission.length,labels.transmission.area,id_relation,Pays
2025-11-26T00:00:00.000Z,23,13001.6215995445,562568.8064073,1,161.352730994313,1505.90908550471,,,,,,,13,6436.88229925942,245196.241266967,/boundary/192785,Mali
2025-11-27T00:00:00.000Z,23,13001.6215995445,562568.8064073,1,161.352730994313,1505.90908550471,,,,,,,13,6436.88229925942,245196.241266967,/boundary/192785,Mali
2024-01-01T00:00:00.000Z,184,7956.64093429553,55618.5240700773,21,2989.58640374607,24930.1245067217,,,,1,40.9775665118817,92.0236610155553,9,1615.22444727228,26098.1742302596,/boundary/365307,Malta
2024-02-01T00:00:00.000Z,185,7981.95643108818,55655.9379080369,21,2989.58640377037,24930.1333045238,,,,1,40.9775665118817,92.0236610155553,9,1615.22444727228,26098.1742302596,/boundary/365307,Malta
2024-03-01T00:00:00.000Z,185,7981.95643108818,55655.9379080369,21,2989.58640377037,24930.1333045238,,,,1,40.9775665118817,92.0236610155553,9,1615.22444727228,26098.1742302596,/boundary/365307,Malta
2024-04-01T00:00:00.000Z,186,8029.6397788331,55778.3088226931,21,2989.58640377037,24930.1333045238,,,,1,40.9775665118817,92.0236610155553,9,1615.22444727228,26098.1742302596,/boundary/365307,Malta
2024-05-01T00:00:00.000Z,186,8029.6397788331,55778.3088226931,21,2989.58640377037,24930.1333045238,,,,1,40.9775665118817,92.0236610155553,9,1615.22444727228,26098.1742302596,/boundary/365307,Malta
2024-06-01T00:00:00.000Z,188,8079.61042644474,55854.9483682029,21,2989.58640377037,24930.1333045238,,,,1,40.9775665118817,92.0236610155553,9,1615.22444727228,26098.1742302596,/boundary/365307,Malta
2024-07-01T00:00:00.000Z,188,8079.61042644474,55854.9483682029,21,2989.58640377037,24930.1333045238,,,,1,40.9775665118817,92.0236610155553,9,1615.22444727228,26098.1742302596,/boundary/365307,Malta
2024-08-01T00:00:00.000Z,188,8079.61042597313,55854.9483664836,21,2989.58640377037,24930.1333045238,,,,1,40.9775665118817,92.0236610155553,9,1615.22444727228,26098.1742302596,/boundary/365307,Malta
2024-09-01T00:00:00.000Z,188,8079.61042597313,55854.9483664836,21,2989.58640377037,24930.1333045238,,,,1,40.9775665118817,92.0236610155553,9,1615.22444727228,26098.1742302596,/boundary/365307,Malta
2024-10-01T00:00:00.000Z,190,8131.80331279053,55756.8550725947,21,2987.71054085302,24742.4362730966,,,,1,40.9775665118817,92.0236610155553,9,1613.34858435492,25910.4771988324,/boundary/365307,Malta
2024-11-01T00:00:00.000Z,192,8194.86658586626,55886.9404133728,21,2987.26896770787,24740.6810997338,,,,1,40.9775665118817,92.0236610155553,9,1608.3738242874,25904.0129684857,/boundary/365307,Malta
2024-12-01T00:00:00.000Z,193,8220.91266018554,55946.6459108919,21,2987.88991988302,24752.8886878621,,,,1,40.9775665118817,92.0236610155553,9,1608.3738242874,25904.0129684857,/boundary/365307,Malta
2025-01-01T00:00:00.000Z,196,8284.70246399649,56136.1621763576,21,2991.13367276607,24845.9902378935,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-02-01T00:00:00.000Z,201,8370.75251771279,56305.299144624,21,2991.51074114811,24864.174179079,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-03-01T00:00:00.000Z,203,8390.39472662268,56328.1149055466,21,2991.51074114811,24864.174179079,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-04-01T00:00:00.000Z,206,8460.9965694971,56429.5286143127,21,2991.91330309248,24858.7822459766,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-05-01T00:00:00.000Z,206,8460.99656960414,56429.5258079603,21,2991.91330309248,24858.7822459766,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-06-01T00:00:00.000Z,207,8459.60804323787,56391.6126174972,21,2990.61452791768,24821.1695946923,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-07-01T00:00:00.000Z,206,8432.10030195775,56347.8116644103,21,2990.61452868949,24821.10479592,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-08-01T00:00:00.000Z,210,8538.6773771897,56523.9085171779,21,2990.61452868949,24821.10479592,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-09-01T00:00:00.000Z,210,8520.00894211162,55465.6916315069,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-10-01T00:00:00.000Z,212,8571.36440968103,55547.6169107354,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-01T00:00:00.000Z,217,8696.637899163,55795.6204275289,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-02T00:00:00.000Z,217,8696.637899163,55795.6204275289,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-03T00:00:00.000Z,217,8696.637899163,55795.6204275289,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-04T00:00:00.000Z,216,8673.30416590048,55761.7611622164,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-05T00:00:00.000Z,216,8673.30416590048,55761.7611622164,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-06T00:00:00.000Z,216,8673.30416590048,55761.7611622164,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-07T00:00:00.000Z,217,8699.1064312448,55801.9556884082,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-08T00:00:00.000Z,217,8699.1064312448,55801.9556884082,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-09T00:00:00.000Z,217,8699.1064312448,55801.9556884082,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-10T00:00:00.000Z,217,8699.1064312448,55801.9556884082,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-11T00:00:00.000Z,217,8699.1064312448,55801.9556884082,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-12T00:00:00.000Z,217,8699.1064312448,55801.9556884082,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-13T00:00:00.000Z,217,8699.1064312448,55801.9556884082,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-14T00:00:00.000Z,217,8699.1064312448,55801.9556884082,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-15T00:00:00.000Z,217,8699.1064312448,55801.9556884082,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-16T00:00:00.000Z,217,8699.1064312448,55801.9556884082,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-17T00:00:00.000Z,217,8699.1064312448,55801.9556884082,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-18T00:00:00.000Z,217,8699.1064312448,55801.9556884082,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-19T00:00:00.000Z,217,8699.10643162675,55801.955669901,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-20T00:00:00.000Z,217,8699.10643162675,55801.955669901,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-21T00:00:00.000Z,217,8699.10643162675,55801.955669901,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-22T00:00:00.000Z,217,8699.10643162675,55801.955669901,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-23T00:00:00.000Z,217,8699.10643162675,55801.955669901,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-24T00:00:00.000Z,217,8699.10643162675,55801.955669901,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-25T00:00:00.000Z,217,8699.10643162675,55801.955669901,21,2971.94609361141,23762.8879102489,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-26T00:00:00.000Z,217,8692.11484610838,55725.1932248192,21,2964.95450809303,23686.1254651672,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2025-11-27T00:00:00.000Z,217,8692.11484610838,55725.1932248192,21,2964.95450809303,23686.1254651672,,,,1,40.9775665118817,92.0236610155553,9,1614.58343131357,25911.8564582751,/boundary/365307,Malta
2024-01-01T00:00:00.000Z,15,5493.74572356706,132919.765872896,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,3789.38546263941,97136.8285060996,/boundary/192763,Mauritania
2024-02-01T00:00:00.000Z,15,5493.74572356706,132919.765872896,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,3789.38546263941,97136.8285060996,/boundary/192763,Mauritania
2024-03-01T00:00:00.000Z,15,5493.74572356706,132919.765872896,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,3789.38546263941,97136.8285060996,/boundary/192763,Mauritania
2024-04-01T00:00:00.000Z,16,6081.00433071681,152121.172193646,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,3789.38546263941,97136.8285060996,/boundary/192763,Mauritania
2024-05-01T00:00:00.000Z,16,6081.00433071681,152121.172193646,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,3789.38546263941,97136.8285060996,/boundary/192763,Mauritania
2024-06-01T00:00:00.000Z,16,6081.00433071681,152121.172193646,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,3789.38546263941,97136.8285060996,/boundary/192763,Mauritania
2024-07-01T00:00:00.000Z,16,6081.00433071681,152121.172193646,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,3789.38546263941,97136.8285060996,/boundary/192763,Mauritania
2024-08-01T00:00:00.000Z,16,6081.00433071681,152121.172193646,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,3789.38546263941,97136.8285060996,/boundary/192763,Mauritania
2024-09-01T00:00:00.000Z,16,6544.96863606551,172857.115591043,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4253.34976798811,117872.771903496,/boundary/192763,Mauritania
2024-10-01T00:00:00.000Z,17,6556.71388929387,172865.726891906,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4253.34976798811,117872.771903496,/boundary/192763,Mauritania
2024-11-01T00:00:00.000Z,17,6556.71388929387,172865.726891906,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4253.34976798811,117872.771903496,/boundary/192763,Mauritania
2024-12-01T00:00:00.000Z,17,6556.71388929387,172865.726891906,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4253.34976798811,117872.771903496,/boundary/192763,Mauritania
2025-01-01T00:00:00.000Z,17,6556.71388929387,172865.726891906,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4253.34976798811,117872.771903496,/boundary/192763,Mauritania
2025-02-01T00:00:00.000Z,17,6556.71388929387,172865.726891906,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4253.34976798811,117872.771903496,/boundary/192763,Mauritania
2025-03-01T00:00:00.000Z,17,6556.71388929387,172865.726891906,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4253.34976798811,117872.771903496,/boundary/192763,Mauritania
2025-04-01T00:00:00.000Z,17,6556.71388929387,172865.726891906,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4253.34976798811,117872.771903496,/boundary/192763,Mauritania
2025-05-01T00:00:00.000Z,17,6556.71388929387,172865.726891906,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4253.34976798811,117872.771903496,/boundary/192763,Mauritania
2025-06-01T00:00:00.000Z,17,6556.71388929387,172865.726891906,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4253.34976798811,117872.771903496,/boundary/192763,Mauritania
2025-07-01T00:00:00.000Z,17,6556.71388929387,172865.726891906,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4253.34976798811,117872.771903496,/boundary/192763,Mauritania
2025-08-01T00:00:00.000Z,17,6556.71388929387,172865.726891906,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4253.34976798811,117872.771903496,/boundary/192763,Mauritania
2025-09-01T00:00:00.000Z,22,8674.42057056308,230755.311371194,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-10-01T00:00:00.000Z,22,8674.42057056308,230755.311371194,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-01T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-02T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-03T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-04T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-05T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-06T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-07T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-08T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-09T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-10T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-11T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-12T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-13T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-14T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-15T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-16T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-17T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-18T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-19T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-20T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-21T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-22T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-23T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-24T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-25T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-26T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2025-11-27T00:00:00.000Z,22,8674.27889102366,230756.20053132,1,415.072620929922,10679.852609098,1,242.909618445053,3675.01469802437,,,,9,4254.2570868417,118488.111066217,/boundary/192763,Mauritania
2024-01-01T00:00:00.000Z,4,1179.49061710493,22205.8218093403,1,233.77809732027,3387.15359639376,,,,,,,,,,/boundary/535828,Mauritius
2024-02-01T00:00:00.000Z,4,1179.49061710493,22205.8218093403,1,233.77809732027,3387.15359639376,,,,,,,,,,/boundary/535828,Mauritius
2024-03-01T00:00:00.000Z,4,1179.49061710493,22205.8218093403,1,233.77809732027,3387.15359639376,,,,,,,,,,/boundary/535828,Mauritius
2024-04-01T00:00:00.000Z,4,1179.49061710493,22205.8218093403,1,233.77809732027,3387.15359639376,,,,,,,,,,/boundary/535828,Mauritius
2024-05-01T00:00:00.000Z,4,1179.49061710493,22205.8218093403,1,233.77809732027,3387.15359639376,,,,,,,,,,/boundary/535828,Mauritius
2024-06-01T00:00:00.000Z,4,1179.49061710493,22205.8218093403,1,233.77809732027,3387.15359639376,,,,,,,,,,/boundary/535828,Mauritius
2024-07-01T00:00:00.000Z,4,1179.49061710493,22205.8218093403,1,233.77809732027,3387.15359639376,,,,,,,,,,/boundary/535828,Mauritius
2024-08-01T00:00:00.000Z,4,1179.49061710493,22205.8218093403,1,233.77809732027,3387.15359639376,,,,,,,,,,/boundary/535828,Mauritius
2024-09-01T00:00:00.000Z,4,1179.49061710493,22205.8218093403,1,233.77809732027,3387.15359639376,,,,,,,,,,/boundary/535828,Mauritius
2024-10-01T00:00:00.000Z,4,1179.49061710493,22205.8218093403,1,233.77809732027,3387.15359639376,,,,,,,,,,/boundary/535828,Mauritius
2024-11-01T00:00:00.000Z,4,1179.49061710493,22205.8218093403,1,233.77809732027,3387.15359639376,,,,,,,,,,/boundary/535828,Mauritius
2024-12-01T00:00:00.000Z,4,1179.49061710493,22205.8218093403,1,233.77809732027,3387.15359639376,,,,,,,,,,/boundary/535828,Mauritius
2025-01-01T00:00:00.000Z,4,1179.49061710493,22205.8218093403,1,233.77809732027,3387.15359639376,,,,,,,,,,/boundary/535828,Mauritius
2025-02-01T00:00:00.000Z,4,1179.49061710493,22205.8218093403,1,233.77809732027,3387.15359639376,,,,,,,,,,/boundary/535828,Mauritius
2025-03-01T00:00:00.000Z,4,1179.49061710493,22205.8218093403,1,233.77809732027,3387.15359639376,,,,,,,,,,/boundary/535828,Mauritius
2025-04-01T00:00:00.000Z,4,1179.49061710493,22205.8218093403,1,233.77809732027,3387.15359639376,,,,,,,,,,/boundary/535828,Mauritius
2025-05-01T00:00:00.000Z,4,1179.49061710493,22205.8218093403,1,233.77809732027,3387.15359639376,,,,,,,,,,/boundary/535828,Mauritius
2025-06-01T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-07-01T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-08-01T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-09-01T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-10-01T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-11-01T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-11-02T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-11-03T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-11-04T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-11-05T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-11-06T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-11-07T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-11-08T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-11-09T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-11-10T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-11-11T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-11-12T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-11-13T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-11-14T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-11-15T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-11-16T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-11-17T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-11-18T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-11-19T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-11-20T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
2025-11-21T00:00:00.000Z,5,1791.94680347021,45655.5670090057,1,233.77809732027,3387.15359639376,,,,,,,1,612.456186365281,23449.7451996654,/boundary/535828,Mauritius
