x,amount,amount_1d,amount_30d,labels.distribution.amount,labels.distribution.amount_1d,labels.distribution.amount_30d,labels.transmission.amount,labels.transmission.amount_1d,labels.transmission.amount_30d,labels.transmission_overhead.amount,labels.transmission_overhead.amount_1d,labels.transmission_overhead.amount_30d,id_relation,Pays
2025-05-01T00:00:00.000Z,55,0,3,4,0,1,50,0,3,50,0,3,/boundary/90689,Romania
2025-06-01T00:00:00.000Z,59,0,6,4,0,0,54,0,6,54,0,6,/boundary/90689,Romania
2025-07-01T00:00:00.000Z,61,0,7,4,0,0,56,0,6,56,0,6,/boundary/90689,Romania
2025-08-01T00:00:00.000Z,63,1,4,4,0,0,58,1,4,58,1,4,/boundary/90689,Romania
2025-09-01T00:00:00.000Z,73,0,13,4,0,0,66,0,11,66,0,11,/boundary/90689,Romania
2025-10-01T00:00:00.000Z,76,1,6,5,0,1,67,1,4,67,1,4,/boundary/90689,Romania
2025-11-01T00:00:00.000Z,82,0,9,5,0,0,72,0,7,72,0,7,/boundary/90689,Romania
2025-11-02T00:00:00.000Z,82,0,7,5,0,0,72,0,5,72,0,5,/boundary/90689,Romania
2025-11-03T00:00:00.000Z,82,0,7,5,0,0,72,0,5,72,0,5,/boundary/90689,Romania
2025-11-04T00:00:00.000Z,82,2,8,5,0,0,72,2,6,72,2,6,/boundary/90689,Romania
2025-11-05T00:00:00.000Z,82,1,9,6,1,1,72,0,6,72,0,6,/boundary/90689,Romania
2025-11-06T00:00:00.000Z,82,0,8,6,0,1,72,0,6,72,0,6,/boundary/90689,Romania
2025-11-07T00:00:00.000Z,82,0,7,6,0,1,72,0,6,72,0,6,/boundary/90689,Romania
2025-11-08T00:00:00.000Z,82,0,7,6,0,1,72,0,6,72,0,6,/boundary/90689,Romania
2025-11-09T00:00:00.000Z,82,0,6,6,0,1,72,0,5,72,0,5,/boundary/90689,Romania
2025-11-10T00:00:00.000Z,82,0,6,6,0,1,72,0,5,72,0,5,/boundary/90689,Romania
2025-11-11T00:00:00.000Z,82,0,6,6,0,1,72,0,5,72,0,5,/boundary/90689,Romania
2025-11-12T00:00:00.000Z,82,0,6,6,0,1,72,0,5,72,0,5,/boundary/90689,Romania
2025-11-13T00:00:00.000Z,82,0,5,6,0,1,72,0,4,72,0,4,/boundary/90689,Romania
2025-11-14T00:00:00.000Z,82,0,5,6,0,1,72,0,4,72,0,4,/boundary/90689,Romania
2025-11-15T00:00:00.000Z,82,0,5,6,0,1,72,0,4,72,0,4,/boundary/90689,Romania
2025-11-16T00:00:00.000Z,82,0,5,6,0,1,72,0,4,72,0,4,/boundary/90689,Romania
2025-11-17T00:00:00.000Z,82,0,5,6,0,1,72,0,4,72,0,4,/boundary/90689,Romania
2025-11-18T00:00:00.000Z,84,3,7,6,0,1,74,3,6,74,3,6,/boundary/90689,Romania
2025-11-19T00:00:00.000Z,84,1,8,6,0,1,75,1,7,75,1,7,/boundary/90689,Romania
2025-11-20T00:00:00.000Z,84,0,8,6,0,1,75,0,7,75,0,7,/boundary/90689,Romania
2025-11-21T00:00:00.000Z,84,0,8,6,0,1,75,0,7,75,0,7,/boundary/90689,Romania
2025-11-22T00:00:00.000Z,84,0,8,6,0,1,75,0,7,75,0,7,/boundary/90689,Romania
2025-11-23T00:00:00.000Z,86,3,9,6,0,1,76,2,7,76,2,7,/boundary/90689,Romania
2025-11-24T00:00:00.000Z,86,0,9,6,0,1,76,0,7,76,0,7,/boundary/90689,Romania
2025-11-25T00:00:00.000Z,87,1,10,6,0,1,77,1,8,77,1,8,/boundary/90689,Romania
2025-11-26T00:00:00.000Z,87,0,9,6,0,1,77,0,7,77,0,7,/boundary/90689,Romania
2025-11-27T00:00:00.000Z,87,0,9,6,0,1,77,0,7,77,0,7,/boundary/90689,Romania
2024-01-01T00:00:00.000Z,0,4,69,0,2,27,0,3,41,0,3,39,/boundary/60189,Russia
2024-02-01T00:00:00.000Z,63,5,60,21,1,19,44,4,43,43,4,42,/boundary/60189,Russia
2024-03-01T00:00:00.000Z,129,10,90,42,1,24,86,9,58,85,9,58,/boundary/60189,Russia
2024-04-01T00:00:00.000Z,176,2,85,62,0,28,121,0,56,120,0,55,/boundary/60189,Russia
2024-05-01T00:00:00.000Z,216,1,77,76,0,23,146,1,44,144,1,41,/boundary/60189,Russia
2024-06-01T00:00:00.000Z,259,4,77,99,1,31,167,3,42,165,3,41,/boundary/60189,Russia
2024-07-01T00:00:00.000Z,301,8,85,113,4,31,192,3,51,189,3,50,/boundary/60189,Russia
2024-08-01T00:00:00.000Z,347,7,85,134,4,33,219,4,51,215,3,50,/boundary/60189,Russia
2024-09-01T00:00:00.000Z,388,6,94,150,1,34,246,3,56,239,3,53,/boundary/60189,Russia
2024-10-01T00:00:00.000Z,418,5,79,163,1,34,270,3,51,262,3,48,/boundary/60189,Russia
2024-11-01T00:00:00.000Z,460,5,81,177,3,30,303,2,57,293,2,54,/boundary/60189,Russia
2024-12-01T00:00:00.000Z,492,6,75,195,1,32,332,4,52,322,4,52,/boundary/60189,Russia
2025-01-01T00:00:00.000Z,512,5,67,199,1,17,346,5,48,336,5,47,/boundary/60189,Russia
2025-02-01T00:00:00.000Z,552,7,93,220,4,37,370,4,54,361,4,54,/boundary/60189,Russia
2025-03-01T00:00:00.000Z,570,6,69,228,2,31,386,3,45,377,3,44,/boundary/60189,Russia
2025-04-01T00:00:00.000Z,606,4,86,243,2,29,408,2,49,398,2,46,/boundary/60189,Russia
2025-05-01T00:00:00.000Z,632,5,86,253,1,32,432,5,64,421,5,61,/boundary/60189,Russia
2025-06-01T00:00:00.000Z,667,5,94,274,4,39,458,0,62,444,0,58,/boundary/60189,Russia
2025-07-01T00:00:00.000Z,696,3,91,283,0,33,480,2,58,464,2,55,/boundary/60189,Russia
2025-08-01T00:00:00.000Z,724,2,78,295,1,23,503,1,54,487,1,51,/boundary/60189,Russia
2025-09-01T00:00:00.000Z,752,3,68,305,0,18,530,1,50,511,1,46,/boundary/60189,Russia
2025-10-01T00:00:00.000Z,762,3,63,316,0,21,540,3,43,519,3,40,/boundary/60189,Russia
2025-11-01T00:00:00.000Z,789,5,71,328,1,21,563,5,51,541,5,47,/boundary/60189,Russia
2025-11-02T00:00:00.000Z,789,5,70,328,0,19,563,3,51,541,3,49,/boundary/60189,Russia
2025-11-03T00:00:00.000Z,790,5,70,328,1,20,564,4,51,542,4,49,/boundary/60189,Russia
2025-11-04T00:00:00.000Z,791,4,69,328,1,21,565,3,51,543,3,49,/boundary/60189,Russia
2025-11-05T00:00:00.000Z,792,5,69,328,0,21,566,4,51,544,4,50,/boundary/60189,Russia
2025-11-06T00:00:00.000Z,792,7,69,329,3,22,566,3,52,544,3,51,/boundary/60189,Russia
2025-11-07T00:00:00.000Z,792,5,69,330,3,24,566,4,52,544,4,51,/boundary/60189,Russia
2025-11-08T00:00:00.000Z,792,4,69,330,1,22,566,4,54,544,4,53,/boundary/60189,Russia
2025-11-09T00:00:00.000Z,792,5,69,330,1,22,566,2,52,544,2,52,/boundary/60189,Russia
2025-11-10T00:00:00.000Z,792,4,67,330,0,21,566,2,51,544,2,51,/boundary/60189,Russia
2025-11-11T00:00:00.000Z,792,4,66,330,1,22,567,2,50,545,2,50,/boundary/60189,Russia
2025-11-12T00:00:00.000Z,792,3,63,330,1,21,567,2,47,545,2,47,/boundary/60189,Russia
2025-11-13T00:00:00.000Z,793,6,65,330,1,21,568,5,49,546,5,49,/boundary/60189,Russia
2025-11-14T00:00:00.000Z,793,5,67,330,0,20,568,3,50,546,3,49,/boundary/60189,Russia
2025-11-15T00:00:00.000Z,793,2,66,330,0,20,568,2,49,547,2,48,/boundary/60189,Russia
2025-11-16T00:00:00.000Z,793,1,65,330,0,19,568,1,48,547,1,47,/boundary/60189,Russia
2025-11-17T00:00:00.000Z,795,2,66,330,0,19,570,2,49,549,2,48,/boundary/60189,Russia
2025-11-18T00:00:00.000Z,796,6,64,330,0,18,571,4,48,550,4,47,/boundary/60189,Russia
2025-11-19T00:00:00.000Z,799,9,65,332,3,20,573,4,49,552,4,48,/boundary/60189,Russia
2025-11-20T00:00:00.000Z,800,6,65,332,2,22,573,0,46,552,0,45,/boundary/60189,Russia
2025-11-21T00:00:00.000Z,803,6,65,333,2,24,575,4,46,554,4,46,/boundary/60189,Russia
2025-11-22T00:00:00.000Z,803,5,61,333,1,20,575,2,45,554,2,45,/boundary/60189,Russia
2025-11-23T00:00:00.000Z,804,4,62,334,1,21,576,2,45,555,2,45,/boundary/60189,Russia
2025-11-24T00:00:00.000Z,806,7,64,334,2,22,577,3,46,556,3,46,/boundary/60189,Russia
2025-11-25T00:00:00.000Z,806,2,63,334,0,21,577,1,46,556,1,46,/boundary/60189,Russia
2025-11-26T00:00:00.000Z,807,7,65,334,1,21,579,2,47,557,1,46,/boundary/60189,Russia
2025-11-27T00:00:00.000Z,808,4,67,334,1,21,580,2,49,558,2,48,/boundary/60189,Russia
2024-02-01T00:00:00.000Z,1,0,1,,,,1,0,1,1,0,1,/boundary/171496,Rwanda
2024-03-01T00:00:00.000Z,7,0,6,,,,7,0,6,7,0,6,/boundary/171496,Rwanda
2024-04-01T00:00:00.000Z,8,0,1,,,,8,0,1,8,0,1,/boundary/171496,Rwanda
2024-05-01T00:00:00.000Z,8,0,0,,,,8,0,0,8,0,0,/boundary/171496,Rwanda
2024-06-01T00:00:00.000Z,8,0,0,,,,8,0,0,8,0,0,/boundary/171496,Rwanda
2024-07-01T00:00:00.000Z,8,0,1,,,,8,0,1,8,0,1,/boundary/171496,Rwanda
2024-08-01T00:00:00.000Z,8,0,0,,,,8,0,0,8,0,0,/boundary/171496,Rwanda
2024-09-01T00:00:00.000Z,8,0,0,,,,8,0,0,8,0,0,/boundary/171496,Rwanda
2024-10-01T00:00:00.000Z,8,0,0,,,,8,0,0,8,0,0,/boundary/171496,Rwanda
2024-11-01T00:00:00.000Z,10,0,2,,,,10,0,2,10,0,2,/boundary/171496,Rwanda
2024-12-01T00:00:00.000Z,12,0,2,,,,12,0,2,12,0,2,/boundary/171496,Rwanda
2025-01-01T00:00:00.000Z,12,0,0,,,,12,0,0,12,0,0,/boundary/171496,Rwanda
2025-02-01T00:00:00.000Z,12,0,0,,,,12,0,0,12,0,0,/boundary/171496,Rwanda
2025-03-01T00:00:00.000Z,13,0,2,,,,13,0,2,13,0,2,/boundary/171496,Rwanda
2025-04-01T00:00:00.000Z,16,0,2,,,,15,0,2,15,0,2,/boundary/171496,Rwanda
2025-05-01T00:00:00.000Z,17,0,1,,,,16,0,1,16,0,1,/boundary/171496,Rwanda
2025-06-01T00:00:00.000Z,18,0,2,,,,17,0,2,17,0,2,/boundary/171496,Rwanda
2025-07-01T00:00:00.000Z,22,0,5,,,,21,0,5,21,0,5,/boundary/171496,Rwanda
2025-08-01T00:00:00.000Z,23,0,2,,,,22,0,2,22,0,2,/boundary/171496,Rwanda
2025-09-01T00:00:00.000Z,23,0,2,,,,22,0,2,22,0,2,/boundary/171496,Rwanda
2025-10-01T00:00:00.000Z,24,0,2,,,,23,0,2,23,0,2,/boundary/171496,Rwanda
2025-11-01T00:00:00.000Z,25,0,2,,,,24,0,2,24,0,2,/boundary/171496,Rwanda
2025-11-02T00:00:00.000Z,25,0,2,,,,24,0,2,24,0,2,/boundary/171496,Rwanda
2025-11-03T00:00:00.000Z,25,1,2,,,,24,1,2,24,1,2,/boundary/171496,Rwanda
2025-11-04T00:00:00.000Z,25,0,2,,,,24,0,2,24,0,2,/boundary/171496,Rwanda
2025-11-05T00:00:00.000Z,25,0,2,,,,24,0,2,24,0,2,/boundary/171496,Rwanda
2025-11-06T00:00:00.000Z,25,0,2,,,,24,0,2,24,0,2,/boundary/171496,Rwanda
2025-11-07T00:00:00.000Z,25,0,2,,,,24,0,2,24,0,2,/boundary/171496,Rwanda
2025-11-08T00:00:00.000Z,25,0,2,,,,24,0,2,24,0,2,/boundary/171496,Rwanda
2025-11-09T00:00:00.000Z,25,0,2,,,,24,0,2,24,0,2,/boundary/171496,Rwanda
2025-11-10T00:00:00.000Z,25,0,2,,,,24,0,2,24,0,2,/boundary/171496,Rwanda
2025-11-11T00:00:00.000Z,25,0,2,,,,24,0,2,24,0,2,/boundary/171496,Rwanda
2025-11-12T00:00:00.000Z,25,0,2,,,,24,0,2,24,0,2,/boundary/171496,Rwanda
2025-11-13T00:00:00.000Z,25,0,2,,,,24,0,2,24,0,2,/boundary/171496,Rwanda
2025-11-14T00:00:00.000Z,25,0,2,,,,24,0,2,24,0,2,/boundary/171496,Rwanda
2025-11-15T00:00:00.000Z,25,0,2,,,,24,0,2,24,0,2,/boundary/171496,Rwanda
2025-11-16T00:00:00.000Z,25,0,2,,,,24,0,2,24,0,2,/boundary/171496,Rwanda
2025-11-17T00:00:00.000Z,25,0,2,,,,24,0,2,24,0,2,/boundary/171496,Rwanda
2025-11-18T00:00:00.000Z,25,1,1,,,,24,1,1,24,1,1,/boundary/171496,Rwanda
2025-11-19T00:00:00.000Z,25,1,1,,,,24,1,1,24,1,1,/boundary/171496,Rwanda
2025-11-20T00:00:00.000Z,25,0,1,,,,24,0,1,24,0,1,/boundary/171496,Rwanda
2025-11-21T00:00:00.000Z,25,0,1,,,,24,0,1,24,0,1,/boundary/171496,Rwanda
2025-11-22T00:00:00.000Z,25,0,1,,,,24,0,1,24,0,1,/boundary/171496,Rwanda
2025-11-23T00:00:00.000Z,25,0,1,,,,24,0,1,24,0,1,/boundary/171496,Rwanda
2025-11-24T00:00:00.000Z,25,2,2,,,,24,2,2,24,2,2,/boundary/171496,Rwanda
2025-11-25T00:00:00.000Z,25,0,2,,,,24,0,2,24,0,2,/boundary/171496,Rwanda
2025-11-26T00:00:00.000Z,25,0,2,,,,24,0,2,24,0,2,/boundary/171496,Rwanda
2025-11-27T00:00:00.000Z,25,1,2,,,,24,1,2,24,1,2,/boundary/171496,Rwanda
2025-11-14T00:00:00.000Z,1,1,1,,,,,,,,,,/boundary/1872673,Samoa
2025-11-15T00:00:00.000Z,1,0,1,,,,,,,,,,/boundary/1872673,Samoa
2025-11-16T00:00:00.000Z,1,0,1,,,,,,,,,,/boundary/1872673,Samoa
2025-11-17T00:00:00.000Z,1,0,1,,,,,,,,,,/boundary/1872673,Samoa
2025-11-18T00:00:00.000Z,1,0,1,,,,,,,,,,/boundary/1872673,Samoa
2025-11-19T00:00:00.000Z,1,0,1,,,,,,,,,,/boundary/1872673,Samoa
2025-11-20T00:00:00.000Z,1,0,1,,,,,,,,,,/boundary/1872673,Samoa
2025-11-21T00:00:00.000Z,1,0,1,,,,,,,,,,/boundary/1872673,Samoa
2025-11-22T00:00:00.000Z,1,0,1,,,,,,,,,,/boundary/1872673,Samoa
2025-11-23T00:00:00.000Z,1,0,1,,,,,,,,,,/boundary/1872673,Samoa
2025-11-24T00:00:00.000Z,1,0,1,,,,,,,,,,/boundary/1872673,Samoa
2025-11-25T00:00:00.000Z,1,0,1,,,,,,,,,,/boundary/1872673,Samoa
2025-11-26T00:00:00.000Z,1,0,1,,,,,,,,,,/boundary/1872673,Samoa
2025-11-27T00:00:00.000Z,1,0,1,,,,,,,,,,/boundary/1872673,Samoa
2025-09-01T00:00:00.000Z,2,0,2,,,,2,0,2,2,0,2,/boundary/54624,San Marino
2025-09-01T00:00:00.000Z,2,0,2,,,,2,0,2,2,0,2,/boundary/54624,San Marino
2025-10-01T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-10-01T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-01T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-01T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-02T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-02T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-03T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-03T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-04T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-04T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-05T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-05T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-06T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-06T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-07T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-07T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-08T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-08T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-09T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-09T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-10T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-10T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-11T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-11T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-12T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-12T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-13T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-13T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-14T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-14T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-15T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-15T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-16T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-16T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-17T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-17T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-18T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-18T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-19T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-19T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-20T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-20T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-21T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-21T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-22T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-22T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-23T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-23T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-24T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-24T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-25T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-25T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-26T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-26T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-27T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-27T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-09-01T00:00:00.000Z,2,0,2,,,,2,0,2,2,0,2,/boundary/54624,San Marino
2025-09-01T00:00:00.000Z,2,0,2,,,,2,0,2,2,0,2,/boundary/54624,San Marino
2025-10-01T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-10-01T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-01T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-01T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-02T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-02T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-03T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-03T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-04T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-04T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-05T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-05T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-06T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-06T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-07T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-07T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-08T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-08T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-09T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-09T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-10T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-10T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-11T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-11T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-12T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-12T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-13T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-13T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-14T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-14T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-15T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-15T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-16T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-16T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-17T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-17T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-18T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-18T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-19T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-19T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-20T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-20T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-21T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-21T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-22T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-22T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-23T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-23T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-24T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-24T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-25T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-25T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-26T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-26T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-27T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2025-11-27T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/54624,San Marino
2024-02-01T00:00:00.000Z,5,1,5,,,,4,1,4,4,1,4,/boundary/307584,Saudi Arabia
2024-03-01T00:00:00.000Z,9,0,6,,,,8,0,5,8,0,5,/boundary/307584,Saudi Arabia
2024-04-01T00:00:00.000Z,14,1,5,,,,13,1,5,13,1,5,/boundary/307584,Saudi Arabia
2024-05-01T00:00:00.000Z,16,0,3,,,,14,0,2,14,0,2,/boundary/307584,Saudi Arabia
2024-06-01T00:00:00.000Z,19,0,5,,,,17,0,5,17,0,5,/boundary/307584,Saudi Arabia
2024-07-01T00:00:00.000Z,20,0,1,,,,18,0,1,18,0,1,/boundary/307584,Saudi Arabia
2024-08-01T00:00:00.000Z,22,0,4,,,,19,0,3,19,0,3,/boundary/307584,Saudi Arabia
2024-09-01T00:00:00.000Z,24,0,2,,,,21,0,2,21,0,2,/boundary/307584,Saudi Arabia
