x,amount,amount_1d,amount_30d,labels.distribution.amount,labels.distribution.amount_1d,labels.distribution.amount_30d,labels.transmission.amount,labels.transmission.amount_1d,labels.transmission.amount_30d,labels.transmission_overhead.amount,labels.transmission_overhead.amount_1d,labels.transmission_overhead.amount_30d,id_relation,Pays
2025-01-01T00:00:00.000Z,71,0,4,3,0,1,64,0,3,64,0,3,/boundary/3630439,Morocco
2025-02-01T00:00:00.000Z,76,0,8,5,0,2,69,0,7,69,0,7,/boundary/3630439,Morocco
2025-03-01T00:00:00.000Z,77,1,2,5,0,0,70,1,2,70,1,2,/boundary/3630439,Morocco
2025-04-01T00:00:00.000Z,80,1,5,5,0,0,72,0,3,72,0,3,/boundary/3630439,Morocco
2025-05-01T00:00:00.000Z,85,1,8,5,0,0,75,0,6,75,0,6,/boundary/3630439,Morocco
2025-06-01T00:00:00.000Z,86,0,3,5,0,0,76,0,2,76,0,2,/boundary/3630439,Morocco
2025-07-01T00:00:00.000Z,88,0,3,5,0,0,78,0,3,78,0,3,/boundary/3630439,Morocco
2025-08-01T00:00:00.000Z,89,0,2,6,0,1,78,0,0,78,0,0,/boundary/3630439,Morocco
2025-09-01T00:00:00.000Z,93,0,5,7,0,1,81,0,4,81,0,4,/boundary/3630439,Morocco
2025-10-01T00:00:00.000Z,98,0,5,7,0,0,84,0,3,84,0,3,/boundary/3630439,Morocco
2025-11-01T00:00:00.000Z,100,0,3,7,0,0,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-02T00:00:00.000Z,100,0,3,7,0,0,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-03T00:00:00.000Z,101,1,4,8,1,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-04T00:00:00.000Z,101,0,4,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-05T00:00:00.000Z,101,0,4,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-06T00:00:00.000Z,101,0,3,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-07T00:00:00.000Z,101,0,2,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-08T00:00:00.000Z,101,0,2,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-09T00:00:00.000Z,101,0,2,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-10T00:00:00.000Z,101,0,2,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-11T00:00:00.000Z,101,1,3,8,0,1,85,1,2,85,1,2,/boundary/3630439,Morocco
2025-11-12T00:00:00.000Z,101,0,2,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-13T00:00:00.000Z,101,0,2,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-14T00:00:00.000Z,101,0,2,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-15T00:00:00.000Z,101,0,2,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-16T00:00:00.000Z,101,0,2,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-17T00:00:00.000Z,101,0,2,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-18T00:00:00.000Z,101,0,2,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-19T00:00:00.000Z,101,0,2,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-20T00:00:00.000Z,101,0,2,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-21T00:00:00.000Z,101,0,2,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-22T00:00:00.000Z,101,0,2,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-23T00:00:00.000Z,101,0,2,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-24T00:00:00.000Z,101,0,2,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-25T00:00:00.000Z,101,0,2,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-26T00:00:00.000Z,101,0,2,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2025-11-27T00:00:00.000Z,101,0,2,8,0,1,85,0,1,85,0,1,/boundary/3630439,Morocco
2024-01-01T00:00:00.000Z,0,0,1,,,,,,,,,,/boundary/195273,Mozambique
2024-02-01T00:00:00.000Z,1,0,1,,,,1,0,1,1,0,1,/boundary/195273,Mozambique
2024-03-01T00:00:00.000Z,2,0,2,,,,2,0,2,2,0,2,/boundary/195273,Mozambique
2024-04-01T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/195273,Mozambique
2024-05-01T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/195273,Mozambique
2024-06-01T00:00:00.000Z,4,0,2,,,,4,0,2,4,0,2,/boundary/195273,Mozambique
2024-07-01T00:00:00.000Z,5,0,3,,,,5,0,3,5,0,3,/boundary/195273,Mozambique
2024-08-01T00:00:00.000Z,5,0,1,,,,5,0,1,5,0,1,/boundary/195273,Mozambique
2024-09-01T00:00:00.000Z,7,1,3,,,,7,1,3,7,1,3,/boundary/195273,Mozambique
2024-10-01T00:00:00.000Z,7,0,1,,,,7,0,1,7,0,1,/boundary/195273,Mozambique
2024-11-01T00:00:00.000Z,10,0,3,,,,10,0,3,10,0,3,/boundary/195273,Mozambique
2024-12-01T00:00:00.000Z,10,0,1,,,,10,0,1,10,0,1,/boundary/195273,Mozambique
2025-01-01T00:00:00.000Z,10,0,1,,,,10,0,1,10,0,1,/boundary/195273,Mozambique
2025-02-01T00:00:00.000Z,12,0,2,,,,11,0,1,11,0,1,/boundary/195273,Mozambique
2025-03-01T00:00:00.000Z,14,0,3,,,,13,0,3,13,0,3,/boundary/195273,Mozambique
2025-04-01T00:00:00.000Z,16,0,2,,,,15,0,2,15,0,2,/boundary/195273,Mozambique
2025-05-01T00:00:00.000Z,24,0,9,,,,19,0,5,19,0,5,/boundary/195273,Mozambique
2025-06-01T00:00:00.000Z,28,0,5,,,,23,0,4,23,0,4,/boundary/195273,Mozambique
2025-07-01T00:00:00.000Z,33,0,6,,,,27,0,5,27,0,5,/boundary/195273,Mozambique
2025-08-01T00:00:00.000Z,33,1,2,,,,27,1,2,27,1,2,/boundary/195273,Mozambique
2025-09-01T00:00:00.000Z,35,0,3,,,,30,0,3,30,0,3,/boundary/195273,Mozambique
2025-10-01T00:00:00.000Z,35,1,1,,,,30,0,0,30,0,0,/boundary/195273,Mozambique
2025-11-01T00:00:00.000Z,35,0,1,,,,30,0,1,30,0,1,/boundary/195273,Mozambique
2025-11-02T00:00:00.000Z,35,0,1,,,,30,0,1,30,0,1,/boundary/195273,Mozambique
2025-11-03T00:00:00.000Z,35,0,1,,,,30,0,1,30,0,1,/boundary/195273,Mozambique
2025-11-04T00:00:00.000Z,35,0,1,,,,30,0,1,30,0,1,/boundary/195273,Mozambique
2025-11-05T00:00:00.000Z,35,0,1,,,,30,0,1,30,0,1,/boundary/195273,Mozambique
2025-11-06T00:00:00.000Z,35,0,1,,,,30,0,1,30,0,1,/boundary/195273,Mozambique
2025-11-07T00:00:00.000Z,35,0,1,,,,30,0,1,30,0,1,/boundary/195273,Mozambique
2025-11-08T00:00:00.000Z,35,0,1,,,,30,0,1,30,0,1,/boundary/195273,Mozambique
2025-11-09T00:00:00.000Z,35,0,1,,,,30,0,1,30,0,1,/boundary/195273,Mozambique
2025-11-10T00:00:00.000Z,35,0,1,,,,30,0,1,30,0,1,/boundary/195273,Mozambique
2025-11-11T00:00:00.000Z,35,0,1,,,,30,0,1,30,0,1,/boundary/195273,Mozambique
2025-11-12T00:00:00.000Z,35,0,1,,,,30,0,1,30,0,1,/boundary/195273,Mozambique
2025-11-13T00:00:00.000Z,35,0,1,,,,30,0,1,30,0,1,/boundary/195273,Mozambique
2025-11-14T00:00:00.000Z,35,1,2,,,,30,1,2,30,1,2,/boundary/195273,Mozambique
2025-11-15T00:00:00.000Z,35,1,2,,,,30,1,2,30,1,2,/boundary/195273,Mozambique
2025-11-16T00:00:00.000Z,35,0,2,,,,30,0,2,30,0,2,/boundary/195273,Mozambique
2025-11-17T00:00:00.000Z,35,0,2,,,,30,0,2,30,0,2,/boundary/195273,Mozambique
2025-11-18T00:00:00.000Z,35,0,2,,,,30,0,2,30,0,2,/boundary/195273,Mozambique
2025-11-19T00:00:00.000Z,35,0,1,,,,30,0,1,30,0,1,/boundary/195273,Mozambique
2025-11-20T00:00:00.000Z,35,1,1,,,,30,1,1,30,1,1,/boundary/195273,Mozambique
2025-11-21T00:00:00.000Z,35,1,2,,,,30,1,2,30,1,2,/boundary/195273,Mozambique
2025-11-22T00:00:00.000Z,35,0,2,,,,30,0,2,30,0,2,/boundary/195273,Mozambique
2025-11-23T00:00:00.000Z,35,0,2,,,,30,0,2,30,0,2,/boundary/195273,Mozambique
2025-11-24T00:00:00.000Z,35,0,2,,,,30,0,2,30,0,2,/boundary/195273,Mozambique
2025-11-25T00:00:00.000Z,35,0,2,,,,30,0,2,30,0,2,/boundary/195273,Mozambique
2025-11-26T00:00:00.000Z,35,0,2,,,,30,0,2,30,0,2,/boundary/195273,Mozambique
2025-11-27T00:00:00.000Z,35,0,2,,,,30,0,2,30,0,2,/boundary/195273,Mozambique
2024-01-01T00:00:00.000Z,0,0,2,,,,,,,,,,/boundary/50371,Myanmar
2024-02-01T00:00:00.000Z,1,0,1,,,,,,,,,,/boundary/50371,Myanmar
2024-03-01T00:00:00.000Z,4,0,3,,,,2,0,2,2,0,2,/boundary/50371,Myanmar
2024-04-01T00:00:00.000Z,7,1,3,1,0,1,4,1,2,4,1,2,/boundary/50371,Myanmar
2024-05-01T00:00:00.000Z,14,0,9,6,0,5,7,0,4,7,0,4,/boundary/50371,Myanmar
2024-06-01T00:00:00.000Z,20,0,6,7,0,1,12,0,5,12,0,5,/boundary/50371,Myanmar
2024-07-01T00:00:00.000Z,23,1,7,7,0,1,16,1,7,16,1,7,/boundary/50371,Myanmar
2024-08-01T00:00:00.000Z,26,0,5,8,0,1,18,0,4,18,0,4,/boundary/50371,Myanmar
2024-09-01T00:00:00.000Z,32,0,7,10,0,2,23,0,6,23,0,6,/boundary/50371,Myanmar
2024-10-01T00:00:00.000Z,41,2,14,15,1,6,32,1,13,32,1,13,/boundary/50371,Myanmar
2024-11-01T00:00:00.000Z,45,0,16,16,0,5,36,0,14,36,0,14,/boundary/50371,Myanmar
2024-12-01T00:00:00.000Z,47,0,12,19,0,6,37,0,7,37,0,7,/boundary/50371,Myanmar
2025-01-01T00:00:00.000Z,49,0,8,21,0,5,38,0,5,38,0,5,/boundary/50371,Myanmar
2025-02-01T00:00:00.000Z,53,0,5,21,0,1,42,0,5,42,0,5,/boundary/50371,Myanmar
2025-03-01T00:00:00.000Z,56,0,8,24,0,4,43,0,5,43,0,5,/boundary/50371,Myanmar
2025-04-01T00:00:00.000Z,65,3,12,29,1,5,48,3,7,48,3,7,/boundary/50371,Myanmar
2025-05-01T00:00:00.000Z,106,1,50,39,0,12,82,1,40,82,1,40,/boundary/50371,Myanmar
2025-06-01T00:00:00.000Z,115,1,20,39,1,3,91,0,16,91,0,16,/boundary/50371,Myanmar
2025-07-01T00:00:00.000Z,126,2,16,40,0,1,101,2,14,101,2,14,/boundary/50371,Myanmar
2025-08-01T00:00:00.000Z,132,0,15,41,0,1,107,0,14,107,0,14,/boundary/50371,Myanmar
2025-09-01T00:00:00.000Z,137,1,11,43,0,3,112,1,9,112,1,9,/boundary/50371,Myanmar
2025-10-01T00:00:00.000Z,144,0,11,48,0,6,113,0,4,113,0,4,/boundary/50371,Myanmar
2025-11-01T00:00:00.000Z,147,1,11,48,0,1,117,1,9,117,1,9,/boundary/50371,Myanmar
2025-11-02T00:00:00.000Z,147,0,11,48,0,1,117,0,9,117,0,9,/boundary/50371,Myanmar
2025-11-03T00:00:00.000Z,147,0,11,48,0,1,117,0,9,117,0,9,/boundary/50371,Myanmar
2025-11-04T00:00:00.000Z,147,0,11,48,0,1,117,0,9,117,0,9,/boundary/50371,Myanmar
2025-11-05T00:00:00.000Z,147,0,10,48,0,1,117,0,8,117,0,8,/boundary/50371,Myanmar
2025-11-06T00:00:00.000Z,147,3,11,48,0,1,117,1,8,117,1,8,/boundary/50371,Myanmar
2025-11-07T00:00:00.000Z,147,1,11,48,0,1,117,1,8,117,1,8,/boundary/50371,Myanmar
2025-11-08T00:00:00.000Z,147,0,11,48,0,1,117,0,8,117,0,8,/boundary/50371,Myanmar
2025-11-09T00:00:00.000Z,147,0,11,48,0,1,117,0,8,117,0,8,/boundary/50371,Myanmar
2025-11-10T00:00:00.000Z,147,0,11,48,0,1,117,0,8,117,0,8,/boundary/50371,Myanmar
2025-11-11T00:00:00.000Z,147,0,11,48,0,1,117,0,8,117,0,8,/boundary/50371,Myanmar
2025-11-12T00:00:00.000Z,147,1,11,48,0,1,117,1,8,117,1,8,/boundary/50371,Myanmar
2025-11-13T00:00:00.000Z,147,3,11,48,2,2,117,3,9,117,3,9,/boundary/50371,Myanmar
2025-11-14T00:00:00.000Z,147,0,11,48,0,2,117,0,9,117,0,9,/boundary/50371,Myanmar
2025-11-15T00:00:00.000Z,147,0,10,48,0,2,117,0,8,117,0,8,/boundary/50371,Myanmar
2025-11-16T00:00:00.000Z,147,0,10,48,0,2,117,0,8,117,0,8,/boundary/50371,Myanmar
2025-11-17T00:00:00.000Z,147,1,11,48,0,2,117,0,8,117,0,8,/boundary/50371,Myanmar
2025-11-18T00:00:00.000Z,147,0,10,48,0,2,117,0,7,117,0,7,/boundary/50371,Myanmar
2025-11-19T00:00:00.000Z,147,0,10,48,0,2,117,0,7,117,0,7,/boundary/50371,Myanmar
2025-11-20T00:00:00.000Z,147,0,10,48,0,2,117,0,7,117,0,7,/boundary/50371,Myanmar
2025-11-21T00:00:00.000Z,147,1,9,48,0,2,117,1,6,117,1,6,/boundary/50371,Myanmar
2025-11-22T00:00:00.000Z,147,0,9,48,0,2,117,0,6,117,0,6,/boundary/50371,Myanmar
2025-11-23T00:00:00.000Z,147,0,6,48,0,2,117,0,5,117,0,5,/boundary/50371,Myanmar
2025-11-24T00:00:00.000Z,148,1,7,48,0,2,118,1,6,118,1,6,/boundary/50371,Myanmar
2025-11-25T00:00:00.000Z,148,1,7,48,0,2,118,0,6,118,0,6,/boundary/50371,Myanmar
2025-11-26T00:00:00.000Z,148,1,7,48,0,2,118,1,6,118,1,6,/boundary/50371,Myanmar
2025-11-27T00:00:00.000Z,148,1,8,48,0,2,118,0,6,118,0,6,/boundary/50371,Myanmar
2024-02-01T00:00:00.000Z,1,0,1,,,,,,,,,,/boundary/195266,Namibia
2024-03-01T00:00:00.000Z,1,0,0,,,,,,,,,,/boundary/195266,Namibia
2024-04-01T00:00:00.000Z,2,0,2,,,,2,0,2,2,0,2,/boundary/195266,Namibia
2024-05-01T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/195266,Namibia
2024-06-01T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/195266,Namibia
2024-07-01T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/195266,Namibia
2024-08-01T00:00:00.000Z,2,0,0,,,,2,0,0,2,0,0,/boundary/195266,Namibia
2024-09-01T00:00:00.000Z,5,0,3,,,,5,0,3,5,0,3,/boundary/195266,Namibia
2024-10-01T00:00:00.000Z,6,0,1,,,,6,0,1,6,0,1,/boundary/195266,Namibia
2024-11-01T00:00:00.000Z,10,0,4,,,,10,0,4,10,0,4,/boundary/195266,Namibia
2024-12-01T00:00:00.000Z,11,0,1,,,,11,0,1,11,0,1,/boundary/195266,Namibia
2025-01-01T00:00:00.000Z,11,0,0,,,,11,0,0,11,0,0,/boundary/195266,Namibia
2025-02-01T00:00:00.000Z,12,0,1,,,,12,0,1,12,0,1,/boundary/195266,Namibia
2025-03-01T00:00:00.000Z,12,0,0,,,,12,0,0,12,0,0,/boundary/195266,Namibia
2025-04-01T00:00:00.000Z,12,0,0,,,,12,0,0,12,0,0,/boundary/195266,Namibia
2025-05-01T00:00:00.000Z,12,0,0,,,,12,0,0,12,0,0,/boundary/195266,Namibia
2025-06-01T00:00:00.000Z,12,0,0,,,,12,0,0,12,0,0,/boundary/195266,Namibia
2025-07-01T00:00:00.000Z,12,0,1,,,,12,0,1,12,0,1,/boundary/195266,Namibia
2025-08-01T00:00:00.000Z,12,0,1,,,,12,0,1,12,0,1,/boundary/195266,Namibia
2025-09-01T00:00:00.000Z,15,0,4,1,0,1,15,0,4,15,0,4,/boundary/195266,Namibia
2025-10-01T00:00:00.000Z,15,0,0,1,0,0,15,0,0,15,0,0,/boundary/195266,Namibia
2025-11-01T00:00:00.000Z,16,0,1,1,0,0,16,0,1,16,0,1,/boundary/195266,Namibia
2025-11-02T00:00:00.000Z,16,0,1,1,0,0,16,0,1,16,0,1,/boundary/195266,Namibia
2025-11-03T00:00:00.000Z,16,0,1,1,0,0,16,0,1,16,0,1,/boundary/195266,Namibia
2025-11-04T00:00:00.000Z,16,0,1,1,0,0,16,0,1,16,0,1,/boundary/195266,Namibia
2025-11-05T00:00:00.000Z,16,0,1,1,0,0,16,0,1,16,0,1,/boundary/195266,Namibia
2025-11-06T00:00:00.000Z,17,1,1,1,0,0,16,0,0,16,0,0,/boundary/195266,Namibia
2025-11-07T00:00:00.000Z,17,0,1,1,0,0,16,0,0,16,0,0,/boundary/195266,Namibia
2025-11-08T00:00:00.000Z,17,0,1,1,0,0,16,0,0,16,0,0,/boundary/195266,Namibia
2025-11-09T00:00:00.000Z,17,0,1,1,0,0,16,0,0,16,0,0,/boundary/195266,Namibia
2025-11-10T00:00:00.000Z,17,0,1,1,0,0,16,0,0,16,0,0,/boundary/195266,Namibia
2025-11-11T00:00:00.000Z,17,0,1,1,0,0,16,0,0,16,0,0,/boundary/195266,Namibia
2025-11-12T00:00:00.000Z,17,0,1,1,0,0,16,0,0,16,0,0,/boundary/195266,Namibia
2025-11-13T00:00:00.000Z,17,0,1,1,0,0,16,0,0,16,0,0,/boundary/195266,Namibia
2025-11-14T00:00:00.000Z,17,0,1,1,0,0,16,0,0,16,0,0,/boundary/195266,Namibia
2025-11-15T00:00:00.000Z,17,0,1,1,0,0,16,0,0,16,0,0,/boundary/195266,Namibia
2025-11-16T00:00:00.000Z,17,0,1,1,0,0,16,0,0,16,0,0,/boundary/195266,Namibia
2025-11-17T00:00:00.000Z,17,0,1,1,0,0,16,0,0,16,0,0,/boundary/195266,Namibia
2025-11-18T00:00:00.000Z,17,0,1,1,0,0,16,0,0,16,0,0,/boundary/195266,Namibia
2025-11-19T00:00:00.000Z,17,0,1,1,0,0,16,0,0,16,0,0,/boundary/195266,Namibia
2025-11-20T00:00:00.000Z,17,0,1,1,0,0,16,0,0,16,0,0,/boundary/195266,Namibia
2025-11-21T00:00:00.000Z,17,0,1,1,0,0,16,0,0,16,0,0,/boundary/195266,Namibia
2025-11-22T00:00:00.000Z,17,0,1,1,0,0,16,0,0,16,0,0,/boundary/195266,Namibia
2025-11-23T00:00:00.000Z,17,0,1,1,0,0,16,0,0,16,0,0,/boundary/195266,Namibia
2025-11-24T00:00:00.000Z,17,0,1,1,0,0,16,0,0,16,0,0,/boundary/195266,Namibia
2025-11-25T00:00:00.000Z,17,0,1,1,0,0,16,0,0,16,0,0,/boundary/195266,Namibia
2025-11-26T00:00:00.000Z,18,1,2,1,0,0,17,1,1,17,1,1,/boundary/195266,Namibia
2025-11-27T00:00:00.000Z,18,0,2,1,0,0,17,0,1,17,0,1,/boundary/195266,Namibia
2024-01-01T00:00:00.000Z,0,0,3,,,,0,0,2,0,0,2,/boundary/184633,Nepal
2024-02-01T00:00:00.000Z,1,0,1,1,0,1,,,,,,,/boundary/184633,Nepal
2024-03-01T00:00:00.000Z,2,0,1,1,0,0,1,0,1,1,0,1,/boundary/184633,Nepal
2024-04-01T00:00:00.000Z,5,0,3,2,0,1,3,0,2,3,0,2,/boundary/184633,Nepal
2024-05-01T00:00:00.000Z,9,0,4,2,0,0,5,0,2,5,0,2,/boundary/184633,Nepal
2024-06-01T00:00:00.000Z,15,0,7,5,0,3,10,0,5,10,0,5,/boundary/184633,Nepal
2024-07-01T00:00:00.000Z,20,0,6,6,0,1,13,0,4,13,0,4,/boundary/184633,Nepal
2024-08-01T00:00:00.000Z,20,0,0,6,0,0,13,0,0,13,0,0,/boundary/184633,Nepal
2024-09-01T00:00:00.000Z,21,0,1,6,0,0,14,0,1,14,0,1,/boundary/184633,Nepal
2024-10-01T00:00:00.000Z,24,0,3,6,0,0,17,0,3,17,0,3,/boundary/184633,Nepal
2024-11-01T00:00:00.000Z,24,0,0,6,0,0,17,0,0,17,0,0,/boundary/184633,Nepal
2024-12-01T00:00:00.000Z,27,0,3,6,0,0,20,0,3,20,0,3,/boundary/184633,Nepal
2025-01-01T00:00:00.000Z,27,0,1,6,0,0,20,0,1,20,0,1,/boundary/184633,Nepal
2025-02-01T00:00:00.000Z,29,0,2,6,0,0,22,0,2,22,0,2,/boundary/184633,Nepal
2025-03-01T00:00:00.000Z,29,0,0,6,0,0,22,0,0,22,0,0,/boundary/184633,Nepal
2025-04-01T00:00:00.000Z,31,1,2,6,0,0,23,1,1,23,1,1,/boundary/184633,Nepal
2025-05-01T00:00:00.000Z,33,0,4,6,0,0,25,0,4,25,0,4,/boundary/184633,Nepal
2025-06-01T00:00:00.000Z,34,0,1,6,0,0,25,0,0,25,0,0,/boundary/184633,Nepal
2025-07-01T00:00:00.000Z,37,0,5,6,0,0,27,0,4,27,0,4,/boundary/184633,Nepal
2025-08-01T00:00:00.000Z,37,0,2,6,0,0,27,0,2,27,0,2,/boundary/184633,Nepal
2025-09-01T00:00:00.000Z,37,0,1,7,0,1,27,0,1,27,0,1,/boundary/184633,Nepal
2025-10-01T00:00:00.000Z,37,0,1,7,0,0,27,0,1,27,0,1,/boundary/184633,Nepal
2025-11-01T00:00:00.000Z,39,0,3,7,0,0,29,0,3,29,0,3,/boundary/184633,Nepal
2025-11-02T00:00:00.000Z,40,1,4,7,0,0,30,1,4,30,1,4,/boundary/184633,Nepal
2025-11-03T00:00:00.000Z,40,0,4,7,0,0,30,0,4,30,0,4,/boundary/184633,Nepal
2025-11-04T00:00:00.000Z,40,0,4,7,0,0,30,0,4,30,0,4,/boundary/184633,Nepal
2025-11-05T00:00:00.000Z,40,0,4,7,0,0,30,0,4,30,0,4,/boundary/184633,Nepal
2025-11-06T00:00:00.000Z,40,0,4,7,0,0,30,0,4,30,0,4,/boundary/184633,Nepal
2025-11-07T00:00:00.000Z,40,0,4,7,0,0,30,0,4,30,0,4,/boundary/184633,Nepal
2025-11-08T00:00:00.000Z,40,0,4,7,0,0,30,0,4,30,0,4,/boundary/184633,Nepal
2025-11-09T00:00:00.000Z,41,1,5,7,0,0,31,1,5,31,1,5,/boundary/184633,Nepal
2025-11-10T00:00:00.000Z,41,0,5,7,0,0,31,0,5,31,0,5,/boundary/184633,Nepal
2025-11-11T00:00:00.000Z,41,0,5,7,0,0,31,0,5,31,0,5,/boundary/184633,Nepal
2025-11-12T00:00:00.000Z,41,0,5,7,0,0,31,0,5,31,0,5,/boundary/184633,Nepal
2025-11-13T00:00:00.000Z,42,1,6,7,0,0,32,1,6,32,1,6,/boundary/184633,Nepal
2025-11-14T00:00:00.000Z,42,0,6,7,0,0,32,0,6,32,0,6,/boundary/184633,Nepal
2025-11-15T00:00:00.000Z,42,0,5,7,0,0,32,0,5,32,0,5,/boundary/184633,Nepal
2025-11-16T00:00:00.000Z,43,2,6,7,0,0,33,2,6,33,2,6,/boundary/184633,Nepal
2025-11-17T00:00:00.000Z,43,0,5,7,0,0,33,0,5,33,0,5,/boundary/184633,Nepal
2025-11-18T00:00:00.000Z,43,0,5,7,0,0,33,0,5,33,0,5,/boundary/184633,Nepal
2025-11-19T00:00:00.000Z,43,0,5,7,0,0,33,0,5,33,0,5,/boundary/184633,Nepal
2025-11-20T00:00:00.000Z,43,0,4,7,0,0,33,0,4,33,0,4,/boundary/184633,Nepal
2025-11-21T00:00:00.000Z,43,0,4,7,0,0,33,0,4,33,0,4,/boundary/184633,Nepal
2025-11-22T00:00:00.000Z,44,1,5,7,0,0,34,1,5,34,1,5,/boundary/184633,Nepal
2025-11-23T00:00:00.000Z,44,0,5,7,0,0,34,0,5,34,0,5,/boundary/184633,Nepal
2025-11-24T00:00:00.000Z,45,1,6,7,0,0,35,1,6,35,1,6,/boundary/184633,Nepal
2025-11-25T00:00:00.000Z,45,0,6,7,0,0,35,0,6,35,0,6,/boundary/184633,Nepal
2025-11-26T00:00:00.000Z,45,0,6,7,0,0,35,0,6,35,0,6,/boundary/184633,Nepal
2025-11-27T00:00:00.000Z,46,1,7,7,0,0,36,1,7,36,1,7,/boundary/184633,Nepal
2024-01-01T00:00:00.000Z,0,1,8,0,1,4,0,0,4,0,0,2,/boundary/556706,New Zealand
2024-02-01T00:00:00.000Z,5,0,5,1,0,1,4,0,4,3,0,3,/boundary/556706,New Zealand
2024-03-01T00:00:00.000Z,9,0,5,3,0,2,7,0,4,6,0,4,/boundary/556706,New Zealand
2024-04-01T00:00:00.000Z,14,0,6,6,0,5,8,0,3,6,0,2,/boundary/556706,New Zealand
2024-05-01T00:00:00.000Z,17,2,5,7,0,2,11,1,4,8,1,3,/boundary/556706,New Zealand
2024-06-01T00:00:00.000Z,19,1,6,9,1,5,14,1,5,10,0,3,/boundary/556706,New Zealand
2024-07-01T00:00:00.000Z,24,1,7,12,0,4,16,1,4,12,0,3,/boundary/556706,New Zealand
2024-08-01T00:00:00.000Z,24,0,4,12,0,0,16,0,3,12,0,3,/boundary/556706,New Zealand
2024-09-01T00:00:00.000Z,28,0,6,14,0,2,18,0,4,14,0,3,/boundary/556706,New Zealand
2024-10-01T00:00:00.000Z,35,0,11,14,0,2,25,0,10,21,0,9,/boundary/556706,New Zealand
2024-11-01T00:00:00.000Z,37,1,8,14,1,1,27,1,6,24,1,6,/boundary/556706,New Zealand
2024-12-01T00:00:00.000Z,42,1,9,17,1,4,29,0,4,26,0,4,/boundary/556706,New Zealand
2025-01-01T00:00:00.000Z,44,0,6,17,0,2,31,0,5,28,0,5,/boundary/556706,New Zealand
2025-02-01T00:00:00.000Z,46,1,8,20,0,3,31,0,4,28,0,3,/boundary/556706,New Zealand
2025-03-01T00:00:00.000Z,46,0,5,20,0,1,31,0,3,29,0,2,/boundary/556706,New Zealand
2025-04-01T00:00:00.000Z,48,1,7,22,1,3,33,1,5,31,1,3,/boundary/556706,New Zealand
2025-05-01T00:00:00.000Z,51,1,12,23,0,5,36,1,11,33,1,8,/boundary/556706,New Zealand
2025-06-01T00:00:00.000Z,54,1,11,25,1,5,40,0,9,34,0,5,/boundary/556706,New Zealand
2025-07-01T00:00:00.000Z,58,2,9,26,1,5,44,2,6,38,2,6,/boundary/556706,New Zealand
2025-08-01T00:00:00.000Z,59,1,8,29,0,6,45,0,5,39,0,4,/boundary/556706,New Zealand
2025-09-01T00:00:00.000Z,60,3,7,32,2,5,45,3,4,39,2,3,/boundary/556706,New Zealand
2025-10-01T00:00:00.000Z,61,1,11,33,1,5,46,0,7,40,0,7,/boundary/556706,New Zealand
2025-11-01T00:00:00.000Z,64,2,7,36,2,7,46,2,3,41,2,3,/boundary/556706,New Zealand
2025-11-02T00:00:00.000Z,64,0,7,36,0,7,46,0,3,41,0,3,/boundary/556706,New Zealand
2025-11-03T00:00:00.000Z,65,1,8,36,0,7,47,1,4,42,1,4,/boundary/556706,New Zealand
2025-11-04T00:00:00.000Z,65,1,9,36,1,8,47,0,4,42,0,4,/boundary/556706,New Zealand
