x,amount,length,area,labels.distribution.amount,labels.distribution.length,labels.distribution.area,labels.transmission.amount,labels.transmission.length,labels.transmission.area,labels.transmission_overhead.amount,labels.transmission_overhead.length,labels.transmission_overhead.area,id_relation,Pays
2025-07-01T00:00:00.000Z,265,2473.57590329679,35229.0973516703,,,,221,2271.44999540655,0,221,2271.44999540655,0,/boundary/307828,Dominican Republic
2025-08-01T00:00:00.000Z,263,2474.33854373768,35229.0973516703,,,,219,2272.17888756653,0,219,2272.17888756653,0,/boundary/307828,Dominican Republic
2025-09-01T00:00:00.000Z,276,2697.64558385161,35229.0973516703,,,,218,2315.41501971422,0,218,2315.41501971422,0,/boundary/307828,Dominican Republic
2025-10-01T00:00:00.000Z,279,2698.59250223639,35229.0973516703,,,,218,2315.41823784441,0,218,2315.41823784441,0,/boundary/307828,Dominican Republic
2025-11-01T00:00:00.000Z,292,2704.86754608452,89359.7464034855,,,,218,2318.75654583835,0,218,2318.75654583835,0,/boundary/307828,Dominican Republic
2025-11-02T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-03T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-04T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-05T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-06T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-07T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-08T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-09T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-10T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-11T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-12T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-13T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-14T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-15T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-16T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-17T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-18T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-19T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-20T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-21T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-22T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-23T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-24T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-25T00:00:00.000Z,292,2705.49583416634,89359.7464034855,,,,218,2319.38483392018,0,218,2319.38483392018,0,/boundary/307828,Dominican Republic
2025-11-26T00:00:00.000Z,292,2705.49582879575,89359.7464034855,,,,218,2319.38482854958,0,218,2319.38482854958,0,/boundary/307828,Dominican Republic
2025-11-27T00:00:00.000Z,292,2705.49582879575,89359.7464034855,,,,218,2319.38482854958,0,218,2319.38482854958,0,/boundary/307828,Dominican Republic
2024-01-01T00:00:00.000Z,14,606.319720062315,0,,,,12,601.497469986704,0,12,601.497469986704,0,/boundary/305142,East Timor
2024-02-01T00:00:00.000Z,14,606.319720809151,0,,,,12,601.49747073354,0,12,601.49747073354,0,/boundary/305142,East Timor
2024-03-01T00:00:00.000Z,14,606.319720809482,0,,,,12,601.49747073354,0,12,601.49747073354,0,/boundary/305142,East Timor
2024-04-01T00:00:00.000Z,14,606.32037296132,0,,,,12,601.498122885378,0,12,601.498122885378,0,/boundary/305142,East Timor
2024-05-01T00:00:00.000Z,14,606.32037296132,0,,,,12,601.498122885378,0,12,601.498122885378,0,/boundary/305142,East Timor
2024-06-01T00:00:00.000Z,14,606.320382107225,0,,,,12,601.498132031284,0,12,601.498132031284,0,/boundary/305142,East Timor
2024-07-01T00:00:00.000Z,51,608.93580457509,0,,,,49,604.113554499148,0,49,604.113554499148,0,/boundary/305142,East Timor
2024-08-01T00:00:00.000Z,51,608.93580457509,0,,,,49,604.113554499148,0,49,604.113554499148,0,/boundary/305142,East Timor
2024-09-01T00:00:00.000Z,51,608.93580457509,0,,,,49,604.113554499148,0,49,604.113554499148,0,/boundary/305142,East Timor
2024-10-01T00:00:00.000Z,51,608.93580457509,0,,,,49,604.113554499148,0,49,604.113554499148,0,/boundary/305142,East Timor
2024-11-01T00:00:00.000Z,51,608.93580457509,0,,,,49,604.113554499148,0,49,604.113554499148,0,/boundary/305142,East Timor
2024-12-01T00:00:00.000Z,51,608.935817510672,0,,,,49,604.11356743473,0,49,604.11356743473,0,/boundary/305142,East Timor
2025-01-01T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-02-01T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-03-01T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-04-01T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-05-01T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-06-01T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-07-01T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-08-01T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-09-01T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-10-01T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-01T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-02T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-03T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-04T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-05T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-06T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-07T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-08T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-09T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-10T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-11T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-12T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-13T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-14T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-15T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-16T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-17T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-18T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-19T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-20T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-21T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-22T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-23T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-24T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-25T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-26T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2025-11-27T00:00:00.000Z,51,608.935807833217,0,,,,49,604.113557757276,0,49,604.113557757276,0,/boundary/305142,East Timor
2024-01-01T00:00:00.000Z,403,6328.68204990806,173.094596973737,14,51648.9224243318,173.094596973737,275,5815.3541915618,0,275,5815.3541915618,0,/boundary/108089,Ecuador
2024-02-01T00:00:00.000Z,403,6329.6365297993,173.094596973737,14,51648.9224243318,173.094596973737,275,5815.35419171082,0,275,5815.35419171082,0,/boundary/108089,Ecuador
2024-03-01T00:00:00.000Z,403,6329.63639341006,173.094596973737,14,51648.9224243318,173.094596973737,275,5815.35405532158,0,275,5815.35405532158,0,/boundary/108089,Ecuador
2024-04-01T00:00:00.000Z,402,6354.20033818983,173.094596973737,14,51648.9224243318,173.094596973737,275,5840.59307614365,0,275,5840.59307614365,0,/boundary/108089,Ecuador
2024-05-01T00:00:00.000Z,413,6447.92100081334,173.094596973737,14,52119.6921644436,173.094596973737,286,5933.84296902704,0,286,5933.84296902704,0,/boundary/108089,Ecuador
2024-06-01T00:00:00.000Z,591,7787.59599683433,173.094596973737,17,58754.2882964815,173.094596973737,468,7326.49731777869,0,468,7326.49731777869,0,/boundary/108089,Ecuador
2024-07-01T00:00:00.000Z,668,8209.38895438566,173.094596973737,17,58754.2882964815,173.094596973737,552,7779.84340410283,0,551,7777.57885356912,0,/boundary/108089,Ecuador
2024-08-01T00:00:00.000Z,672,8257.68161462571,173.094596973737,17,58754.2882978142,173.094596973737,560,7892.65667564526,0,559,7890.39212511156,0,/boundary/108089,Ecuador
2024-09-01T00:00:00.000Z,672,8257.68161462576,173.094596973737,17,58754.2882978142,173.094596973737,560,7892.65667564532,0,559,7890.39212511161,0,/boundary/108089,Ecuador
2024-10-01T00:00:00.000Z,672,8257.68161462789,173.094596973737,17,58754.2882978142,173.094596973737,560,7892.65667564745,0,559,7890.39212511374,0,/boundary/108089,Ecuador
2024-11-01T00:00:00.000Z,672,8257.68161521446,173.094596973737,17,58754.2882978142,173.094596973737,560,7892.65667623401,0,559,7890.39212570031,0,/boundary/108089,Ecuador
2024-12-01T00:00:00.000Z,672,8257.83005886482,173.094596973737,17,58754.2882978142,173.094596973737,560,7892.67538801505,0,559,7890.41083748134,0,/boundary/108089,Ecuador
2025-01-01T00:00:00.000Z,672,8257.8087115022,173.094596973737,17,58754.2882978142,173.094596973737,560,7892.65404065242,0,559,7890.38949011872,0,/boundary/108089,Ecuador
2025-02-01T00:00:00.000Z,679,8354.38599588025,173.094596973737,17,58754.2882978142,173.094596973737,566,7972.95843466627,0,565,7970.69388413256,0,/boundary/108089,Ecuador
2025-03-01T00:00:00.000Z,679,8354.3878533286,173.094596973737,17,58754.344942566,173.094596973737,566,7972.96023546986,0,565,7970.69568493616,0,/boundary/108089,Ecuador
2025-04-01T00:00:00.000Z,679,8354.38785332671,173.094596973737,17,58754.344942566,173.094596973737,566,7972.96023546798,0,565,7970.69568493427,0,/boundary/108089,Ecuador
2025-05-01T00:00:00.000Z,804,8412.89587959786,173.094596973737,17,58754.344942566,173.094596973737,692,8031.6851645823,0,691,8029.4206140486,0,/boundary/108089,Ecuador
2025-06-01T00:00:00.000Z,800,8432.88278141227,173.094596973737,18,58832.5301001587,173.094596973737,687,8050.6907378133,0,686,8048.4261872796,0,/boundary/108089,Ecuador
2025-07-01T00:00:00.000Z,800,8432.88278141316,173.094596973737,18,58832.5301001587,173.094596973737,687,8050.69073781418,0,686,8048.42618728048,0,/boundary/108089,Ecuador
2025-08-01T00:00:00.000Z,792,8519.13601358365,0,17,58778.8451518305,0,679,8128.66739364994,0,678,8126.40284311623,0,/boundary/108089,Ecuador
2025-09-01T00:00:00.000Z,791,8412.05874480801,0,17,58778.8451518305,0,678,8020.53335464039,0,677,8018.26880410669,0,/boundary/108089,Ecuador
2025-10-01T00:00:00.000Z,792,8458.7647332145,0,17,58778.8451518305,0,678,8057.00493535566,0,677,8054.74038482196,0,/boundary/108089,Ecuador
2025-11-01T00:00:00.000Z,793,8566.89825767925,0,17,58778.8451518305,0,679,8165.13845982042,0,678,8162.87390928671,0,/boundary/108089,Ecuador
2025-11-02T00:00:00.000Z,793,8566.89825767925,0,17,58778.8451518305,0,679,8165.13845982042,0,678,8162.87390928671,0,/boundary/108089,Ecuador
2025-11-03T00:00:00.000Z,793,8566.89825767925,0,17,58778.8451518305,0,679,8165.13845982042,0,678,8162.87390928671,0,/boundary/108089,Ecuador
2025-11-04T00:00:00.000Z,793,8566.89825767925,0,17,58778.8451518305,0,679,8165.13845982042,0,678,8162.87390928671,0,/boundary/108089,Ecuador
2025-11-05T00:00:00.000Z,793,8566.89825767925,0,17,58778.8451518305,0,679,8165.13845982042,0,678,8162.87390928671,0,/boundary/108089,Ecuador
2025-11-06T00:00:00.000Z,793,8566.89825767925,0,17,58778.8451518305,0,679,8165.13845982042,0,678,8162.87390928671,0,/boundary/108089,Ecuador
2025-11-07T00:00:00.000Z,793,8566.89825767925,0,17,58778.8451518305,0,679,8165.13845982042,0,678,8162.87390928671,0,/boundary/108089,Ecuador
2025-11-08T00:00:00.000Z,793,8566.89825767925,0,17,58778.8451518305,0,679,8165.13845982042,0,678,8162.87390928671,0,/boundary/108089,Ecuador
2025-11-09T00:00:00.000Z,793,8566.89825767925,0,17,58778.8451518305,0,679,8165.13845982042,0,678,8162.87390928671,0,/boundary/108089,Ecuador
2025-11-10T00:00:00.000Z,793,8566.89825767925,0,17,58778.8451518305,0,679,8165.13845982042,0,678,8162.87390928671,0,/boundary/108089,Ecuador
2025-11-11T00:00:00.000Z,793,8566.89825767925,0,17,58778.8451518305,0,679,8165.13845982042,0,678,8162.87390928671,0,/boundary/108089,Ecuador
2025-11-12T00:00:00.000Z,793,8566.89825767925,0,17,58778.8451518305,0,679,8165.13845982042,0,678,8162.87390928671,0,/boundary/108089,Ecuador
2025-11-13T00:00:00.000Z,793,8566.89825767925,0,17,58778.8451518305,0,679,8165.13845982042,0,678,8162.87390928671,0,/boundary/108089,Ecuador
2025-11-14T00:00:00.000Z,793,8566.89825767925,0,17,58778.8451518305,0,679,8165.13845982042,0,678,8162.87390928671,0,/boundary/108089,Ecuador
2025-11-15T00:00:00.000Z,793,8566.89825767835,0,17,58778.8451518305,0,679,8165.13845981951,0,678,8162.8739092858,0,/boundary/108089,Ecuador
2025-11-16T00:00:00.000Z,793,8566.89825767835,0,17,58778.8451518305,0,679,8165.13845981951,0,678,8162.8739092858,0,/boundary/108089,Ecuador
2025-11-17T00:00:00.000Z,793,8566.89825767835,0,17,58778.8451518305,0,679,8165.13845981951,0,678,8162.8739092858,0,/boundary/108089,Ecuador
2025-11-18T00:00:00.000Z,793,8566.89825767835,0,17,58778.8451518305,0,679,8165.13845981951,0,678,8162.8739092858,0,/boundary/108089,Ecuador
2025-11-19T00:00:00.000Z,793,8566.89825767835,0,17,58778.8451518305,0,679,8165.13845981951,0,678,8162.8739092858,0,/boundary/108089,Ecuador
2025-11-20T00:00:00.000Z,793,8566.89827060212,0,17,58778.8451518305,0,679,8165.13847274328,0,678,8162.87392220957,0,/boundary/108089,Ecuador
2025-11-21T00:00:00.000Z,793,8566.89827060228,0,17,58778.8451518305,0,679,8165.13847274344,0,678,8162.87392220973,0,/boundary/108089,Ecuador
2025-11-22T00:00:00.000Z,793,8566.89827060228,0,17,58778.8451518305,0,679,8165.13847274344,0,678,8162.87392220973,0,/boundary/108089,Ecuador
2025-11-23T00:00:00.000Z,793,8566.89827060228,0,17,58778.8451518305,0,679,8165.13847274344,0,678,8162.87392220973,0,/boundary/108089,Ecuador
2025-11-24T00:00:00.000Z,793,8566.89827060229,0,17,58778.8451518305,0,679,8165.13847274345,0,678,8162.87392220974,0,/boundary/108089,Ecuador
2025-11-25T00:00:00.000Z,793,8566.89827060228,0,17,58778.8451518305,0,679,8165.13847274344,0,678,8162.87392220973,0,/boundary/108089,Ecuador
2025-11-26T00:00:00.000Z,793,8566.89827060228,0,17,58778.8451518305,0,679,8165.13847274344,0,678,8162.87392220974,0,/boundary/108089,Ecuador
2025-11-27T00:00:00.000Z,793,8566.89827060464,0,17,58778.8451518305,0,679,8165.13847274579,0,678,8162.87392221209,0,/boundary/108089,Ecuador
2024-01-01T00:00:00.000Z,1999,27713.7422908439,9820.36497640656,,,,1818,26718.3012178163,0,1783,26666.3196062599,0,/boundary/1473947,Egypt
2024-02-01T00:00:00.000Z,2007,27731.8182885597,9820.36497640656,,,,1821,26727.0709155766,0,1786,26675.0893040202,0,/boundary/1473947,Egypt
2024-03-01T00:00:00.000Z,2007,27731.8182885597,9820.36497640656,,,,1821,26727.0709155766,0,1786,26675.0893040202,0,/boundary/1473947,Egypt
2024-04-01T00:00:00.000Z,2007,27731.8182885597,9820.36497640656,,,,1821,26727.0709155766,0,1786,26675.0893040202,0,/boundary/1473947,Egypt
2024-05-01T00:00:00.000Z,2007,27731.8182660075,9820.36497640656,,,,1821,26727.0708930244,0,1786,26675.089281468,0,/boundary/1473947,Egypt
2024-06-01T00:00:00.000Z,2008,27739.1868347189,9820.36497640656,,,,1822,26734.4394617358,0,1787,26682.4578501794,0,/boundary/1473947,Egypt
2024-07-01T00:00:00.000Z,2008,27739.1868715517,9820.36497640656,,,,1822,26734.4394985686,0,1787,26682.4578870122,0,/boundary/1473947,Egypt
2024-08-01T00:00:00.000Z,2011,27814.1271002794,9820.36497640656,,,,1825,26809.3797272899,0,1790,26757.3718037526,0,/boundary/1473947,Egypt
2024-09-01T00:00:00.000Z,2011,27813.6999374144,9820.36497640656,,,,1825,26808.9525644249,0,1790,26756.9446408877,0,/boundary/1473947,Egypt
2024-10-01T00:00:00.000Z,2011,27813.6999374362,9820.36497640656,,,,1825,26808.9525644467,0,1790,26756.9446409095,0,/boundary/1473947,Egypt
2024-11-01T00:00:00.000Z,2047,28692.3594762924,9820.36497640656,,,,1893,27661.5428325667,0,1856,27602.1828196282,0,/boundary/1473947,Egypt
2024-12-01T00:00:00.000Z,2048,28701.5940591547,4043798.5879789,,,,1893,27661.5428325667,0,1856,27602.1828196282,0,/boundary/1473947,Egypt
2025-01-01T00:00:00.000Z,2063,28786.0125316925,4043798.5879789,,,,1920,27925.2220517196,0,1882,27863.9849859289,0,/boundary/1473947,Egypt
2025-02-01T00:00:00.000Z,2063,28786.0125316927,4043798.5879789,,,,1920,27925.2220517198,0,1882,27863.984985929,0,/boundary/1473947,Egypt
2025-03-01T00:00:00.000Z,2095,28790.5527927405,4043798.5879789,,,,1952,27929.656050708,0,1913,27868.2055707852,0,/boundary/1473947,Egypt
2025-04-01T00:00:00.000Z,2098,47451.7751073291,4043798.5879789,,,,1952,27925.0282278595,0,1913,27863.5717504695,0,/boundary/1473947,Egypt
2025-05-01T00:00:00.000Z,2098,47451.7751073291,4043798.5879789,,,,1952,27925.0282278595,0,1913,27863.5717504695,0,/boundary/1473947,Egypt
2025-06-01T00:00:00.000Z,2105,47473.2272120508,4043798.5879789,,,,1957,27940.0969587117,0,1918,27878.6404813217,0,/boundary/1473947,Egypt
2025-07-01T00:00:00.000Z,2105,47473.2272120508,4043798.5879789,,,,1957,27940.0969587117,0,1918,27878.6404813217,0,/boundary/1473947,Egypt
2025-08-01T00:00:00.000Z,2105,47473.909763503,4043798.5879789,,,,1957,27940.7795101639,0,1918,27879.3230327739,0,/boundary/1473947,Egypt
2025-09-01T00:00:00.000Z,2108,47474.0213211548,4043798.5879789,,,,1959,27940.869304269,0,1920,27879.412826879,0,/boundary/1473947,Egypt
2025-10-01T00:00:00.000Z,2106,47487.6908005783,4043798.5879789,,,,1959,27941.0000129047,0,1920,27879.5435355147,0,/boundary/1473947,Egypt
2025-11-01T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-02T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-03T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-04T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-05T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-06T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-07T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-08T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-09T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-10T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-11T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-12T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-13T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-14T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-15T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-16T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-17T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-18T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-19T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-20T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-21T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-22T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-23T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-24T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-25T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-26T00:00:00.000Z,2106,47487.3562566915,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2025-11-27T00:00:00.000Z,2106,47487.3562566916,4043798.5879789,,,,1959,27940.6654690179,0,1920,27879.2089916279,0,/boundary/1473947,Egypt
2024-01-01T00:00:00.000Z,95,1483.74283525186,0,,,,82,1473.40608762752,0,81,1471.63941589502,0,/boundary/1520612,El Salvador
2024-02-01T00:00:00.000Z,96,1483.99599880334,0,,,,82,1473.49367180021,0,81,1471.72700006772,0,/boundary/1520612,El Salvador
2024-03-01T00:00:00.000Z,111,1504.28411756589,0,,,,99,1495.2035529214,0,98,1493.42274024846,0,/boundary/1520612,El Salvador
2024-04-01T00:00:00.000Z,111,1504.28013532364,0,,,,99,1495.19957067914,0,98,1493.4187580062,0,/boundary/1520612,El Salvador
