x,amount,amount_1d,amount_30d,labels.distribution.amount,labels.distribution.amount_1d,labels.distribution.amount_30d,labels.generation.amount,labels.generation.amount_1d,labels.generation.amount_30d,labels.industrial.amount,labels.industrial.amount_1d,labels.industrial.amount_30d,labels.transmission.amount,labels.transmission.amount_1d,labels.transmission.amount_30d,id_relation,Pays
2025-11-10T00:00:00.000Z,15,0,2,2,0,0,2,0,1,1,0,0,8,0,2,/boundary/307828,Dominican Republic
2025-11-11T00:00:00.000Z,15,0,2,2,0,0,2,0,1,1,0,0,8,0,2,/boundary/307828,Dominican Republic
2025-11-12T00:00:00.000Z,15,0,2,2,0,0,2,0,1,1,0,0,8,0,2,/boundary/307828,Dominican Republic
2025-11-13T00:00:00.000Z,15,0,2,2,0,0,2,0,1,1,0,0,8,0,2,/boundary/307828,Dominican Republic
2025-11-14T00:00:00.000Z,15,0,2,2,0,0,2,0,1,1,0,0,8,0,2,/boundary/307828,Dominican Republic
2025-11-15T00:00:00.000Z,15,0,2,2,0,0,2,0,1,1,0,0,8,0,2,/boundary/307828,Dominican Republic
2025-11-16T00:00:00.000Z,15,0,2,2,0,0,2,0,1,1,0,0,8,0,2,/boundary/307828,Dominican Republic
2025-11-17T00:00:00.000Z,15,0,2,2,0,0,2,0,1,1,0,0,8,0,2,/boundary/307828,Dominican Republic
2025-11-18T00:00:00.000Z,15,0,2,2,0,0,2,0,1,1,0,0,8,0,2,/boundary/307828,Dominican Republic
2025-11-19T00:00:00.000Z,15,0,2,2,0,0,2,0,1,1,0,0,8,0,2,/boundary/307828,Dominican Republic
2025-11-20T00:00:00.000Z,15,0,2,2,0,0,2,0,0,1,0,0,8,0,2,/boundary/307828,Dominican Republic
2025-11-21T00:00:00.000Z,15,0,2,2,0,0,2,0,0,1,0,0,8,0,2,/boundary/307828,Dominican Republic
2025-11-22T00:00:00.000Z,15,0,2,2,0,0,2,0,0,1,0,0,8,0,2,/boundary/307828,Dominican Republic
2025-11-23T00:00:00.000Z,15,0,2,2,0,0,2,0,0,1,0,0,8,0,2,/boundary/307828,Dominican Republic
2025-11-24T00:00:00.000Z,15,0,2,2,0,0,2,0,0,1,0,0,8,0,2,/boundary/307828,Dominican Republic
2025-11-25T00:00:00.000Z,15,0,2,2,0,0,2,0,0,1,0,0,8,0,2,/boundary/307828,Dominican Republic
2025-11-26T00:00:00.000Z,15,0,2,2,0,0,2,0,0,1,0,0,8,0,2,/boundary/307828,Dominican Republic
2025-11-27T00:00:00.000Z,15,0,2,2,0,0,2,0,0,1,0,0,8,0,2,/boundary/307828,Dominican Republic
2024-05-01T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/305142,East Timor
2024-06-01T00:00:00.000Z,1,0,0,,,,,,,,,,,,,/boundary/305142,East Timor
2024-07-01T00:00:00.000Z,2,0,1,1,0,1,,,,,,,1,0,1,/boundary/305142,East Timor
2024-08-01T00:00:00.000Z,2,0,0,1,0,0,,,,,,,1,0,0,/boundary/305142,East Timor
2024-09-01T00:00:00.000Z,2,0,0,1,0,0,,,,,,,1,0,0,/boundary/305142,East Timor
2024-10-01T00:00:00.000Z,2,0,0,1,0,0,,,,,,,1,0,0,/boundary/305142,East Timor
2024-11-01T00:00:00.000Z,2,0,0,1,0,0,,,,,,,1,0,0,/boundary/305142,East Timor
2024-12-01T00:00:00.000Z,2,0,0,1,0,0,,,,,,,1,0,0,/boundary/305142,East Timor
2025-01-01T00:00:00.000Z,3,0,1,2,0,1,,,,,,,2,0,1,/boundary/305142,East Timor
2025-02-01T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-03-01T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-04-01T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-05-01T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-06-01T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-07-01T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-08-01T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-09-01T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-10-01T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-01T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-02T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-03T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-04T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-05T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-06T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-07T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-08T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-09T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-10T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-11T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-12T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-13T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-14T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-15T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-16T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-17T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-18T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-19T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-20T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-21T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-22T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-23T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-24T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-25T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-26T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2025-11-27T00:00:00.000Z,3,0,0,2,0,0,,,,,,,2,0,0,/boundary/305142,East Timor
2024-02-01T00:00:00.000Z,2,0,2,,,,,,,,,,1,0,1,/boundary/108089,Ecuador
2024-03-01T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/108089,Ecuador
2024-04-01T00:00:00.000Z,2,0,0,,,,,,,,,,1,0,0,/boundary/108089,Ecuador
2024-05-01T00:00:00.000Z,2,0,1,1,0,1,,,,,,,2,0,1,/boundary/108089,Ecuador
2024-06-01T00:00:00.000Z,2,0,1,1,0,1,,,,1,0,1,2,0,1,/boundary/108089,Ecuador
2024-07-01T00:00:00.000Z,3,0,2,1,0,1,,,,1,0,1,2,0,1,/boundary/108089,Ecuador
2024-08-01T00:00:00.000Z,6,0,3,4,0,3,,,,2,0,1,5,0,3,/boundary/108089,Ecuador
2024-09-01T00:00:00.000Z,6,0,0,4,0,0,,,,2,0,0,5,0,0,/boundary/108089,Ecuador
2024-10-01T00:00:00.000Z,6,0,0,4,0,0,,,,2,0,0,5,0,0,/boundary/108089,Ecuador
2024-11-01T00:00:00.000Z,7,1,1,4,0,0,,,,2,0,0,5,1,1,/boundary/108089,Ecuador
2024-12-01T00:00:00.000Z,7,0,0,4,0,0,,,,2,0,0,5,0,0,/boundary/108089,Ecuador
2025-01-01T00:00:00.000Z,8,0,1,5,0,1,,,,2,0,0,6,0,1,/boundary/108089,Ecuador
2025-02-01T00:00:00.000Z,10,0,3,6,0,1,,,,2,0,0,8,0,3,/boundary/108089,Ecuador
2025-03-01T00:00:00.000Z,11,0,1,7,0,1,,,,2,0,0,9,0,1,/boundary/108089,Ecuador
2025-04-01T00:00:00.000Z,11,0,0,7,0,0,,,,2,0,0,9,0,0,/boundary/108089,Ecuador
2025-05-01T00:00:00.000Z,12,1,2,8,0,2,1,0,1,2,0,0,10,0,2,/boundary/108089,Ecuador
2025-06-01T00:00:00.000Z,15,0,3,10,0,2,1,0,0,2,0,0,13,0,3,/boundary/108089,Ecuador
2025-07-01T00:00:00.000Z,16,0,1,10,0,0,1,0,0,2,0,0,14,0,1,/boundary/108089,Ecuador
2025-08-01T00:00:00.000Z,19,0,4,11,0,1,1,0,0,2,0,0,15,0,1,/boundary/108089,Ecuador
2025-09-01T00:00:00.000Z,21,1,3,12,0,1,1,0,0,3,0,1,17,1,3,/boundary/108089,Ecuador
2025-10-01T00:00:00.000Z,23,0,3,12,0,0,1,0,0,3,0,0,18,0,1,/boundary/108089,Ecuador
2025-11-01T00:00:00.000Z,24,0,4,14,0,2,1,0,0,3,0,0,19,0,2,/boundary/108089,Ecuador
2025-11-02T00:00:00.000Z,24,0,4,14,0,2,1,0,0,3,0,0,19,0,2,/boundary/108089,Ecuador
2025-11-03T00:00:00.000Z,24,0,4,14,0,2,1,0,0,3,0,0,19,0,2,/boundary/108089,Ecuador
2025-11-04T00:00:00.000Z,24,1,4,14,0,2,1,0,0,3,0,0,19,0,2,/boundary/108089,Ecuador
2025-11-05T00:00:00.000Z,24,1,4,14,1,3,1,0,0,3,0,0,19,1,3,/boundary/108089,Ecuador
2025-11-06T00:00:00.000Z,24,0,4,14,0,3,1,0,0,3,0,0,19,0,3,/boundary/108089,Ecuador
2025-11-07T00:00:00.000Z,24,0,4,14,0,3,1,0,0,3,0,0,19,0,3,/boundary/108089,Ecuador
2025-11-08T00:00:00.000Z,24,0,4,14,0,3,1,0,0,3,0,0,19,0,3,/boundary/108089,Ecuador
2025-11-09T00:00:00.000Z,24,0,4,14,0,3,1,0,0,3,0,0,19,0,3,/boundary/108089,Ecuador
2025-11-10T00:00:00.000Z,24,0,4,14,0,3,1,0,0,3,0,0,19,0,3,/boundary/108089,Ecuador
2025-11-11T00:00:00.000Z,24,1,3,14,1,3,1,0,0,3,0,0,19,1,3,/boundary/108089,Ecuador
2025-11-12T00:00:00.000Z,24,0,3,14,0,3,1,0,0,3,0,0,19,0,3,/boundary/108089,Ecuador
2025-11-13T00:00:00.000Z,24,0,3,14,0,3,1,0,0,3,0,0,19,0,3,/boundary/108089,Ecuador
2025-11-14T00:00:00.000Z,24,0,3,14,0,3,1,0,0,3,0,0,19,0,3,/boundary/108089,Ecuador
2025-11-15T00:00:00.000Z,24,0,3,14,0,3,1,0,0,3,0,0,19,0,3,/boundary/108089,Ecuador
2025-11-16T00:00:00.000Z,24,0,3,14,0,3,1,0,0,3,0,0,19,0,3,/boundary/108089,Ecuador
2025-11-17T00:00:00.000Z,24,0,3,14,0,3,1,0,0,3,0,0,19,0,3,/boundary/108089,Ecuador
2025-11-18T00:00:00.000Z,24,0,3,14,0,3,1,0,0,3,0,0,19,0,3,/boundary/108089,Ecuador
2025-11-19T00:00:00.000Z,24,0,2,14,0,2,1,0,0,3,0,0,19,0,2,/boundary/108089,Ecuador
2025-11-20T00:00:00.000Z,24,0,2,14,0,2,1,0,0,3,0,0,19,0,2,/boundary/108089,Ecuador
2025-11-21T00:00:00.000Z,24,0,2,14,0,2,1,0,0,3,0,0,19,0,2,/boundary/108089,Ecuador
2025-11-22T00:00:00.000Z,24,0,2,14,0,2,1,0,0,3,0,0,19,0,2,/boundary/108089,Ecuador
2025-11-23T00:00:00.000Z,24,0,2,14,0,2,1,0,0,3,0,0,19,0,2,/boundary/108089,Ecuador
2025-11-24T00:00:00.000Z,24,0,2,14,0,2,1,0,0,3,0,0,19,0,2,/boundary/108089,Ecuador
2025-11-25T00:00:00.000Z,24,0,2,14,0,2,1,0,0,3,0,0,19,0,2,/boundary/108089,Ecuador
2025-11-26T00:00:00.000Z,24,0,2,14,0,2,1,0,0,3,0,0,19,0,2,/boundary/108089,Ecuador
2025-11-27T00:00:00.000Z,24,0,2,14,0,2,1,0,0,3,0,0,19,0,2,/boundary/108089,Ecuador
2024-02-01T00:00:00.000Z,2,0,2,,,,,,,,,,,,,/boundary/1473947,Egypt
2024-03-01T00:00:00.000Z,3,0,2,,,,,,,,,,1,0,1,/boundary/1473947,Egypt
2024-04-01T00:00:00.000Z,3,0,0,,,,,,,,,,1,0,0,/boundary/1473947,Egypt
2024-05-01T00:00:00.000Z,3,0,0,,,,,,,,,,1,0,0,/boundary/1473947,Egypt
2024-06-01T00:00:00.000Z,4,0,1,,,,,,,,,,1,0,0,/boundary/1473947,Egypt
2024-07-01T00:00:00.000Z,5,0,1,,,,,,,,,,1,0,0,/boundary/1473947,Egypt
2024-08-01T00:00:00.000Z,8,0,3,,,,,,,,,,1,0,0,/boundary/1473947,Egypt
2024-09-01T00:00:00.000Z,8,0,0,,,,,,,,,,1,0,0,/boundary/1473947,Egypt
2024-10-01T00:00:00.000Z,8,0,0,,,,,,,,,,1,0,0,/boundary/1473947,Egypt
2024-11-01T00:00:00.000Z,9,0,3,1,0,1,,,,,,,3,0,2,/boundary/1473947,Egypt
2024-12-01T00:00:00.000Z,9,0,0,1,0,0,,,,,,,3,0,0,/boundary/1473947,Egypt
2025-01-01T00:00:00.000Z,10,0,2,2,0,1,,,,1,0,1,4,0,2,/boundary/1473947,Egypt
2025-02-01T00:00:00.000Z,11,0,1,2,0,0,,,,1,0,0,4,0,0,/boundary/1473947,Egypt
2025-03-01T00:00:00.000Z,12,0,3,2,0,0,,,,1,0,0,5,0,2,/boundary/1473947,Egypt
2025-04-01T00:00:00.000Z,14,1,2,2,0,0,,,,1,0,0,6,1,1,/boundary/1473947,Egypt
2025-05-01T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,1,7,0,1,/boundary/1473947,Egypt
2025-06-01T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-07-01T00:00:00.000Z,15,0,0,2,0,0,,,,2,0,0,7,0,0,/boundary/1473947,Egypt
2025-08-01T00:00:00.000Z,15,0,0,2,0,0,,,,2,0,0,7,0,0,/boundary/1473947,Egypt
2025-09-01T00:00:00.000Z,15,0,0,2,0,0,,,,2,0,0,7,0,0,/boundary/1473947,Egypt
2025-10-01T00:00:00.000Z,15,0,0,2,0,0,,,,2,0,0,7,0,0,/boundary/1473947,Egypt
2025-11-01T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-02T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-03T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-04T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-05T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-06T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-07T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-08T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-09T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-10T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-11T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-12T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-13T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-14T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-15T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-16T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-17T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-18T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-19T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-20T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-21T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-22T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-23T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-24T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-25T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-26T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2025-11-27T00:00:00.000Z,15,0,1,2,0,0,,,,2,0,0,7,0,1,/boundary/1473947,Egypt
2024-01-01T00:00:00.000Z,0,0,1,,,,,,,,,,0,0,1,/boundary/1520612,El Salvador
2024-02-01T00:00:00.000Z,1,0,1,,,,,,,,,,,,,/boundary/1520612,El Salvador
2024-03-01T00:00:00.000Z,2,0,1,,,,1,0,1,1,0,1,1,0,1,/boundary/1520612,El Salvador
2024-04-01T00:00:00.000Z,3,0,2,,,,1,0,0,1,0,0,1,0,0,/boundary/1520612,El Salvador
2024-05-01T00:00:00.000Z,4,1,2,,,,1,0,0,1,0,0,3,1,2,/boundary/1520612,El Salvador
2024-06-01T00:00:00.000Z,4,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2024-07-01T00:00:00.000Z,4,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2024-08-01T00:00:00.000Z,4,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2024-09-01T00:00:00.000Z,4,0,1,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2024-10-01T00:00:00.000Z,5,0,1,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2024-11-01T00:00:00.000Z,5,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2024-12-01T00:00:00.000Z,5,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-01-01T00:00:00.000Z,5,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-02-01T00:00:00.000Z,6,0,1,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-03-01T00:00:00.000Z,6,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-04-01T00:00:00.000Z,6,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-05-01T00:00:00.000Z,7,0,1,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-06-01T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-07-01T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-08-01T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-09-01T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-10-01T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-01T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-02T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-03T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-04T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-05T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-06T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-07T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-08T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-09T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-10T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-11T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-12T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-13T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-14T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-15T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-16T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-17T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-18T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-19T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-20T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-21T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-22T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-23T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-24T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-25T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-26T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2025-11-27T00:00:00.000Z,7,0,0,,,,1,0,0,1,0,0,3,0,0,/boundary/1520612,El Salvador
2024-03-01T00:00:00.000Z,1,0,1,1,0,1,,,,,,,1,0,1,/boundary/192791,Equatorial Guinea
2024-04-01T00:00:00.000Z,1,0,0,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2024-05-01T00:00:00.000Z,1,0,0,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2024-06-01T00:00:00.000Z,1,0,0,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2024-07-01T00:00:00.000Z,1,0,0,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2024-08-01T00:00:00.000Z,1,0,0,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2024-09-01T00:00:00.000Z,1,0,0,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2024-10-01T00:00:00.000Z,1,0,0,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2024-11-01T00:00:00.000Z,1,0,0,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2024-12-01T00:00:00.000Z,1,0,0,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2025-01-01T00:00:00.000Z,1,0,0,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2025-02-01T00:00:00.000Z,1,0,0,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2025-03-01T00:00:00.000Z,1,0,0,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2025-04-01T00:00:00.000Z,2,1,1,1,0,0,,,,,,,1,0,0,/boundary/192791,Equatorial Guinea
2025-05-01T00:00:00.000Z,3,0,1,1,0,0,1,0,1,,,,2,0,1,/boundary/192791,Equatorial Guinea
2025-06-01T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-07-01T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-08-01T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-09-01T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-10-01T00:00:00.000Z,3,0,0,1,0,0,1,0,0,,,,2,0,0,/boundary/192791,Equatorial Guinea
2025-11-01T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-02T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-03T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-04T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-05T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-06T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-07T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-08T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-09T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
2025-11-10T00:00:00.000Z,4,0,1,2,0,1,1,0,0,,,,3,0,1,/boundary/192791,Equatorial Guinea
