t,amount,length,labels.distribution.amount,labels.distribution.length,labels.generation.amount,labels.generation.length,labels.industrial.amount,labels.industrial.length,labels.transmissions.amount,labels.transmissions.length,labels.transmission.amount,labels.transmission.length,id_relation,Pays
2025-10-04T00:00:00.000Z,1043,145173.08998543,121,35039.6041969047,8,3116.18635718239,13,2463.21765540795,142,67713.8622004198,142,67713.8622004198,/boundary/1741311,Serbia
2025-10-05T00:00:00.000Z,1043,145173.08998543,121,35039.6041969047,8,3116.18635718239,13,2463.21765540795,142,67713.8622004198,142,67713.8622004198,/boundary/1741311,Serbia
2025-10-06T00:00:00.000Z,1043,145173.08998543,121,35039.6041969047,8,3116.18635718239,13,2463.21765540795,142,67713.8622004198,142,67713.8622004198,/boundary/1741311,Serbia
2025-10-07T00:00:00.000Z,1043,145173.08998543,121,35039.6041969047,8,3116.18635718239,13,2463.21765540795,142,67713.8622004198,142,67713.8622004198,/boundary/1741311,Serbia
2025-10-08T00:00:00.000Z,1043,145173.08998543,121,35039.6041969047,8,3116.18635718239,13,2463.21765540795,142,67713.8622004198,142,67713.8622004198,/boundary/1741311,Serbia
2025-10-09T00:00:00.000Z,1043,145173.08998543,121,35039.6041969047,8,3116.18635718239,13,2463.21765540795,142,67713.8622004198,142,67713.8622004198,/boundary/1741311,Serbia
2025-10-10T00:00:00.000Z,1043,145173.08998543,121,35039.6041969047,8,3116.18635718239,13,2463.21765540795,142,67713.8622004198,142,67713.8622004198,/boundary/1741311,Serbia
2025-10-11T00:00:00.000Z,1043,145173.08998543,121,35039.6041969047,8,3116.18635718239,13,2463.21765540795,142,67713.8622004198,142,67713.8622004198,/boundary/1741311,Serbia
2025-10-12T00:00:00.000Z,1043,145173.08998543,121,35039.6041969047,8,3116.18635718239,13,2463.21765540795,142,67713.8622004198,142,67713.8622004198,/boundary/1741311,Serbia
2025-10-13T00:00:00.000Z,1043,145173.08998543,121,35039.6041969047,8,3116.18635718239,13,2463.21765540795,142,67713.8622004198,142,67713.8622004198,/boundary/1741311,Serbia
2025-10-14T00:00:00.000Z,1044,145247.483745354,121,35039.6041969047,8,3116.18635718239,13,2463.21765540795,142,67713.8622004198,142,67713.8622004198,/boundary/1741311,Serbia
2025-10-15T00:00:00.000Z,1044,145247.483745354,121,35039.6041969047,8,3116.18635718239,13,2463.21765540795,142,67713.8622004198,142,67713.8622004198,/boundary/1741311,Serbia
2025-10-16T00:00:00.000Z,1044,145247.483745809,121,35039.6041969047,8,3116.18635718239,13,2463.21765540795,142,67713.8622004198,142,67713.8622004198,/boundary/1741311,Serbia
2025-10-17T00:00:00.000Z,1044,145247.483745809,121,35039.6041969047,8,3116.18635718239,13,2463.21765540795,142,67713.8622004198,142,67713.8622004198,/boundary/1741311,Serbia
2025-10-18T00:00:00.000Z,1044,145247.483745809,121,35039.6041969047,8,3116.18635718239,13,2463.21765540795,142,67713.8622004198,142,67713.8622004198,/boundary/1741311,Serbia
2025-10-19T00:00:00.000Z,1044,145247.483745809,121,35039.6041969047,8,3116.18635718239,13,2463.21765540795,142,67713.8622004198,142,67713.8622004198,/boundary/1741311,Serbia
2025-10-20T00:00:00.000Z,1044,145247.483745809,121,35039.6041969047,8,3116.18635718239,13,2463.21765540795,142,67713.8622004198,142,67713.8622004198,/boundary/1741311,Serbia
2025-10-21T00:00:00.000Z,1044,145247.483745809,121,35039.6041969047,8,3116.18635718239,13,2463.21765540795,142,67713.8622004198,142,67713.8622004198,/boundary/1741311,Serbia
2025-10-22T00:00:00.000Z,1044,145247.483745809,121,35039.6041969047,8,3116.18635718239,13,2463.21765540795,142,67713.8622004198,142,67713.8622004198,/boundary/1741311,Serbia
2025-10-23T00:00:00.000Z,1044,145247.483745809,121,35039.6041969047,8,3116.18635718239,13,2463.21765540795,142,67713.8622004198,142,67713.8622004198,/boundary/1741311,Serbia
2025-10-24T00:00:00.000Z,1044,145247.483745809,121,35039.6041969047,8,3116.18635718239,13,2463.21765540795,142,67713.8622004198,142,67713.8622004198,/boundary/1741311,Serbia
2025-10-25T00:00:00.000Z,1044,145247.483745809,121,35039.6041969047,8,3116.18635718239,13,2463.21765540795,142,67713.8622004198,142,67713.8622004198,/boundary/1741311,Serbia
2025-10-26T00:00:00.000Z,1044,145256.830829883,121,35048.9512809788,8,3116.18635718239,13,2463.21765540795,142,67723.2092844938,142,67723.2092844938,/boundary/1741311,Serbia
2025-10-27T00:00:00.000Z,1044,145256.830829883,121,35048.9512809788,8,3116.18635718239,13,2463.21765540795,142,67723.2092844938,142,67723.2092844938,/boundary/1741311,Serbia
2025-10-28T00:00:00.000Z,1044,145256.830829883,121,35048.9512809788,8,3116.18635718239,13,2463.21765540795,142,67723.2092844938,142,67723.2092844938,/boundary/1741311,Serbia
2025-10-29T00:00:00.000Z,1044,145256.830829883,121,35048.9512809788,8,3116.18635718239,13,2463.21765540795,142,67723.2092844938,142,67723.2092844938,/boundary/1741311,Serbia
2025-10-30T00:00:00.000Z,1044,145256.830829883,121,35048.9512809788,8,3116.18635718239,13,2463.21765540795,142,67723.2092844938,142,67723.2092844938,/boundary/1741311,Serbia
2025-10-31T00:00:00.000Z,1044,145256.830829883,121,35048.9512809788,8,3116.18635718239,13,2463.21765540795,142,67723.2092844938,142,67723.2092844938,/boundary/1741311,Serbia
2025-11-01T00:00:00.000Z,1044,145256.830829883,121,35048.9512809788,8,3116.18635718239,13,2463.21765540795,142,67723.2092844938,142,67723.2092844938,/boundary/1741311,Serbia
2025-11-02T00:00:00.000Z,1044,145256.830829883,121,35048.9512809788,8,3116.18635718239,13,2463.21765540795,142,67723.2092844938,142,67723.2092844938,/boundary/1741311,Serbia
2025-11-03T00:00:00.000Z,1044,145256.830829883,121,35048.9512809788,8,3116.18635718239,13,2463.21765540795,,,142,67723.2092844938,/boundary/1741311,Serbia
2025-11-04T00:00:00.000Z,1044,145256.830829883,121,35048.9512809788,8,3116.18635718239,13,2463.21765540795,,,142,67723.2092844938,/boundary/1741311,Serbia
2024-01-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2024-02-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2024-03-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2024-04-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2024-05-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2024-06-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2024-07-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2024-08-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2024-09-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2024-10-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2024-11-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2024-12-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-01-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-02-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-03-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-04-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-05-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-06-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-07-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-08-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-09-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-02T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-03T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-04T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-05T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-06T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-07T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-08T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-09T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-10T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-11T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-12T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-13T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-14T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-15T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-16T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-17T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-18T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-19T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-20T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-21T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-22T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-23T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-24T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-25T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-26T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-27T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-28T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-29T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-30T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-10-31T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-11-01T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-11-02T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-11-03T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2025-11-04T00:00:00.000Z,1,0,1,0,,,,,,,,,/boundary/536765,Seychelles
2024-01-01T00:00:00.000Z,9,4857.94958528633,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2024-02-01T00:00:00.000Z,9,4857.94958528633,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2024-03-01T00:00:00.000Z,9,4857.94958528633,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2024-04-01T00:00:00.000Z,9,4857.94958528633,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2024-05-01T00:00:00.000Z,9,4857.94958528633,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2024-06-01T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2024-07-01T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2024-08-01T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2024-09-01T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2024-10-01T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2024-11-01T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2024-12-01T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2025-01-01T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2025-02-01T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2025-03-01T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2025-04-01T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2025-05-01T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2025-06-01T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2025-07-01T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2025-08-01T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2025-09-01T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2025-10-01T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2025-10-02T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,,,/boundary/192777,Sierra Leone
2025-10-03T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-04T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-05T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-06T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-07T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-08T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-09T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-10T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-11T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-12T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-13T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-14T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-15T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-16T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-17T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-18T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-19T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-20T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-21T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-22T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-23T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-24T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-25T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-26T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-27T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-28T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-29T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-30T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-10-31T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-11-01T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-11-02T00:00:00.000Z,10,5030.31599643249,,,,,,,8,4722.22730694094,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-11-03T00:00:00.000Z,10,5030.31599643249,,,,,,,,,8,4722.22730694094,/boundary/192777,Sierra Leone
2025-11-04T00:00:00.000Z,10,5030.31599643249,,,,,,,,,8,4722.22730694094,/boundary/192777,Sierra Leone
2024-01-01T00:00:00.000Z,498,37356.6250941178,11,1475.4724999106,,,,,17,5561.43300171763,,,/boundary/536780,Singapore
2024-02-01T00:00:00.000Z,501,37504.7373973255,11,1475.4724999106,,,,,17,5561.43300171763,,,/boundary/536780,Singapore
2024-03-01T00:00:00.000Z,515,39231.9194968496,12,1549.73334628806,,,,,17,5561.43300171763,,,/boundary/536780,Singapore
2024-04-01T00:00:00.000Z,527,40034.9407915564,12,1549.73334628806,,,,,17,5561.43300171763,,,/boundary/536780,Singapore
2024-05-01T00:00:00.000Z,528,40094.2626457774,12,1549.73334628806,1,63.0602389127612,,,17,5561.43300171763,,,/boundary/536780,Singapore
2024-06-01T00:00:00.000Z,533,40671.7962093973,12,1549.73334628806,1,63.0602389127612,,,17,5561.43300171763,,,/boundary/536780,Singapore
2024-07-01T00:00:00.000Z,537,40912.3856749601,12,1549.73334628806,1,63.0602389127612,,,17,5561.43300171763,,,/boundary/536780,Singapore
2024-08-01T00:00:00.000Z,538,40996.2102204978,12,1549.73334628806,1,63.0602389127612,,,17,5561.43300171763,,,/boundary/536780,Singapore
2024-09-01T00:00:00.000Z,541,41451.8126058676,12,1549.73334628806,1,63.0602389127612,,,17,5561.43300171763,,,/boundary/536780,Singapore
2024-10-01T00:00:00.000Z,546,41626.2630318765,12,1549.73334628806,1,63.0602389127612,,,17,5561.43300171763,,,/boundary/536780,Singapore
2024-11-01T00:00:00.000Z,554,41825.5742718416,12,1549.73334628806,1,63.0602389127612,,,17,5561.43300171763,,,/boundary/536780,Singapore
2024-12-01T00:00:00.000Z,571,43265.9423082975,12,1549.73334628806,1,63.0602389127612,,,17,5561.43300171763,,,/boundary/536780,Singapore
2025-01-01T00:00:00.000Z,579,43790.3227219605,12,1549.73334628806,1,63.0602389127612,,,17,5561.43300171763,,,/boundary/536780,Singapore
2025-02-01T00:00:00.000Z,584,44510.6096276563,12,1549.73334628806,1,63.0602389127612,,,18,5802.62857154827,,,/boundary/536780,Singapore
2025-03-01T00:00:00.000Z,592,45053.5274180949,12,1549.73334628806,1,63.0602389127612,,,18,5911.27705518755,,,/boundary/536780,Singapore
2025-04-01T00:00:00.000Z,593,45297.1238612069,12,1549.73334628806,1,63.0602389127612,,,18,5911.27705518755,,,/boundary/536780,Singapore
2025-05-01T00:00:00.000Z,593,45302.7331134455,12,1549.73334628806,1,63.0602389127612,,,18,5911.27705518755,,,/boundary/536780,Singapore
2025-06-01T00:00:00.000Z,601,45779.5389980474,12,1549.73334628806,1,63.0602389127612,,,18,5911.27705518755,,,/boundary/536780,Singapore
2025-07-01T00:00:00.000Z,602,45813.8508416599,12,1549.73334628806,1,63.0602389127612,,,18,5911.27705518755,,,/boundary/536780,Singapore
2025-08-01T00:00:00.000Z,608,46086.3252041646,12,1549.73334628806,1,63.0602389127612,,,18,5911.26280574372,,,/boundary/536780,Singapore
2025-09-01T00:00:00.000Z,612,46367.2065627541,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,,,/boundary/536780,Singapore
2025-10-01T00:00:00.000Z,614,46467.5602959175,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,,,/boundary/536780,Singapore
2025-10-02T00:00:00.000Z,614,46467.5602959175,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,,,/boundary/536780,Singapore
2025-10-03T00:00:00.000Z,614,46467.5602959175,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-04T00:00:00.000Z,614,46467.5602959175,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-05T00:00:00.000Z,614,46467.5602959175,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-06T00:00:00.000Z,614,46467.5602959175,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-07T00:00:00.000Z,614,46467.5602959175,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-08T00:00:00.000Z,614,46467.5602959175,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-09T00:00:00.000Z,614,46467.5602959175,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-10T00:00:00.000Z,614,46467.5602959175,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-11T00:00:00.000Z,614,46467.5602959175,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-12T00:00:00.000Z,614,46467.2457250089,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-13T00:00:00.000Z,614,46467.2457250089,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-14T00:00:00.000Z,614,46467.2457250089,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-15T00:00:00.000Z,614,46467.2457250089,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-16T00:00:00.000Z,616,46611.128433152,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-17T00:00:00.000Z,616,46611.128433152,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-18T00:00:00.000Z,620,46907.9567769424,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-19T00:00:00.000Z,620,46907.9567769424,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-20T00:00:00.000Z,622,47025.9616389147,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-21T00:00:00.000Z,622,47025.9616389147,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-22T00:00:00.000Z,622,47025.9616389147,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-23T00:00:00.000Z,622,47025.9616389147,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-24T00:00:00.000Z,623,47082.7218894804,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-25T00:00:00.000Z,623,47082.7218894804,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-26T00:00:00.000Z,623,47082.7218894804,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-27T00:00:00.000Z,623,47082.7218894804,12,1552.33546506909,1,63.0602389127612,,,18,5913.86492452475,18,5913.86492452475,/boundary/536780,Singapore
2025-10-28T00:00:00.000Z,624,47129.3562250963,12,1552.33546506909,1,63.0602389127612,,,18,5918.82538654443,18,5918.82538654443,/boundary/536780,Singapore
2025-10-29T00:00:00.000Z,624,47129.3562250963,12,1552.33546506909,1,63.0602389127612,,,18,5918.82538654443,18,5918.82538654443,/boundary/536780,Singapore
2025-10-30T00:00:00.000Z,624,47129.3562250963,12,1552.33546506909,1,63.0602389127612,,,18,5918.82538654443,18,5918.82538654443,/boundary/536780,Singapore
2025-10-31T00:00:00.000Z,624,47129.3562250963,12,1552.33546506909,1,63.0602389127612,,,18,5918.82538654443,18,5918.82538654443,/boundary/536780,Singapore
2025-11-01T00:00:00.000Z,624,47129.3562250963,12,1552.33546506909,1,63.0602389127612,,,18,5918.82538654443,18,5918.82538654443,/boundary/536780,Singapore
2025-11-02T00:00:00.000Z,624,47129.3562250963,12,1552.33546506909,1,63.0602389127612,,,18,5918.82538654443,18,5918.82538654443,/boundary/536780,Singapore
2025-11-03T00:00:00.000Z,624,47129.3562250963,12,1552.33546506909,1,63.0602389127612,,,,,18,5918.82538654443,/boundary/536780,Singapore
2025-11-04T00:00:00.000Z,624,47129.3562250963,12,1552.33546506909,1,63.0602389127612,,,,,18,5918.82538654443,/boundary/536780,Singapore
2024-01-01T00:00:00.000Z,898,111639.167339433,181,20214.1353492202,1,90.5206097031176,8,1287.2756256297,122,64457.759308093,,,/boundary/14296,Slovakia
2024-02-01T00:00:00.000Z,963,112619.466976628,179,20152.6101768576,1,90.5206097031176,8,1287.2756256297,122,64457.759308093,,,/boundary/14296,Slovakia
2024-03-01T00:00:00.000Z,1062,116469.976170542,183,20202.0919252191,1,90.5206097031176,8,1287.2756256297,122,64465.7449489904,,,/boundary/14296,Slovakia
2024-04-01T00:00:00.000Z,1073,117353.565115524,184,20218.8985922047,1,90.5206097031176,8,1287.2756256297,123,64791.7713816606,,,/boundary/14296,Slovakia
