t,amount_1d,amount_30d,labels.distribution.amount_1d,labels.distribution.amount_30d,labels.generation.amount_1d,labels.generation.amount_30d,labels.industrial.amount_1d,labels.industrial.amount_30d,labels.transmission.amount_1d,labels.transmission.amount_30d,id_relation,Pays
2025-06-01T00:00:00.000Z,0,2,0,2,,,,,,,/boundary/365307,Malta
2025-07-01T00:00:00.000Z,0,1,0,1,,,,,,,/boundary/365307,Malta
2025-08-01T00:00:00.000Z,1,1,,,,,,,,,/boundary/365307,Malta
2025-09-01T00:00:00.000Z,0,1,0,1,,,0,1,,,/boundary/365307,Malta
2025-10-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/365307,Malta
2025-10-02T00:00:00.000Z,0,1,,,,,,,,,/boundary/365307,Malta
2025-10-03T00:00:00.000Z,1,1,,,,,,,,,/boundary/365307,Malta
2025-10-04T00:00:00.000Z,1,1,,,,,,,,,/boundary/365307,Malta
2025-10-05T00:00:00.000Z,0,1,,,,,,,,,/boundary/365307,Malta
2025-10-06T00:00:00.000Z,0,1,,,,,,,,,/boundary/365307,Malta
2025-10-07T00:00:00.000Z,0,1,,,,,,,,,/boundary/365307,Malta
2025-10-08T00:00:00.000Z,0,1,,,,,,,,,/boundary/365307,Malta
2025-10-09T00:00:00.000Z,1,1,,,,,,,,,/boundary/365307,Malta
2025-10-10T00:00:00.000Z,0,1,,,,,,,,,/boundary/365307,Malta
2025-10-11T00:00:00.000Z,0,1,,,,,,,,,/boundary/365307,Malta
2025-10-12T00:00:00.000Z,0,1,,,,,,,,,/boundary/365307,Malta
2025-10-13T00:00:00.000Z,0,1,,,,,,,,,/boundary/365307,Malta
2025-10-14T00:00:00.000Z,0,1,,,,,,,,,/boundary/365307,Malta
2025-10-15T00:00:00.000Z,0,1,,,,,,,,,/boundary/365307,Malta
2025-10-16T00:00:00.000Z,0,1,,,,,,,,,/boundary/365307,Malta
2025-10-17T00:00:00.000Z,1,1,,,,,,,,,/boundary/365307,Malta
2025-10-18T00:00:00.000Z,0,1,,,,,,,,,/boundary/365307,Malta
2025-10-19T00:00:00.000Z,0,1,,,,,,,,,/boundary/365307,Malta
2025-10-20T00:00:00.000Z,0,1,,,,,,,,,/boundary/365307,Malta
2025-10-21T00:00:00.000Z,2,2,,,,,,,,,/boundary/365307,Malta
2025-10-22T00:00:00.000Z,0,2,,,,,,,,,/boundary/365307,Malta
2025-10-23T00:00:00.000Z,0,2,,,,,,,,,/boundary/365307,Malta
2025-10-24T00:00:00.000Z,1,2,,,,,,,,,/boundary/365307,Malta
2025-10-25T00:00:00.000Z,0,2,,,,,,,,,/boundary/365307,Malta
2025-10-26T00:00:00.000Z,0,2,,,,,,,,,/boundary/365307,Malta
2025-10-27T00:00:00.000Z,0,2,,,,,,,,,/boundary/365307,Malta
2025-10-28T00:00:00.000Z,0,2,,,,,,,,,/boundary/365307,Malta
2025-10-29T00:00:00.000Z,0,2,,,,,,,,,/boundary/365307,Malta
2025-10-30T00:00:00.000Z,0,2,,,,,,,,,/boundary/365307,Malta
2025-10-31T00:00:00.000Z,0,2,,,,,,,,,/boundary/365307,Malta
2025-11-01T00:00:00.000Z,1,2,,,,,,,,,/boundary/365307,Malta
2025-11-02T00:00:00.000Z,0,2,,,,,,,,,/boundary/365307,Malta
2025-11-03T00:00:00.000Z,0,2,,,,,,,,,/boundary/365307,Malta
2025-11-04T00:00:00.000Z,0,2,,,,,,,,,/boundary/365307,Malta
2025-11-05T00:00:00.000Z,0,2,,,,,,,,,/boundary/365307,Malta
2025-11-06T00:00:00.000Z,0,2,,,,,,,,,/boundary/365307,Malta
2024-04-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2024-09-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2024-10-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/192763,Mauritania
2025-03-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-04-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/192763,Mauritania
2025-09-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-06T00:00:00.000Z,1,1,,,,,,,1,1,/boundary/192763,Mauritania
2025-10-07T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-08T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-09T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-10T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-11T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-12T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-13T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-14T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-15T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-16T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-17T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-18T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-19T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-20T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-21T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-22T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-23T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-24T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-25T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-26T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-27T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-28T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-29T00:00:00.000Z,1,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-30T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-10-31T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/192763,Mauritania
2025-11-01T00:00:00.000Z,1,2,,,,,,,1,2,/boundary/192763,Mauritania
2025-11-02T00:00:00.000Z,0,2,,,,,,,0,2,/boundary/192763,Mauritania
2025-11-03T00:00:00.000Z,0,2,,,,,,,0,2,/boundary/192763,Mauritania
2025-11-04T00:00:00.000Z,0,2,,,,,,,0,2,/boundary/192763,Mauritania
2025-11-05T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/192763,Mauritania
2025-11-06T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/192763,Mauritania
2025-06-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/535828,Mauritius
2024-01-01T00:00:00.000Z,1,5,0,2,,,0,1,0,4,/boundary/114686,Mexico
2024-02-01T00:00:00.000Z,0,5,0,2,0,1,0,2,0,3,/boundary/114686,Mexico
2024-03-01T00:00:00.000Z,0,3,0,1,,,0,1,0,3,/boundary/114686,Mexico
2024-04-01T00:00:00.000Z,0,6,0,2,0,1,0,1,0,5,/boundary/114686,Mexico
2024-05-01T00:00:00.000Z,0,3,,,,,,,0,2,/boundary/114686,Mexico
2024-06-01T00:00:00.000Z,0,6,0,1,,,0,1,0,6,/boundary/114686,Mexico
2024-07-01T00:00:00.000Z,1,4,1,1,0,1,1,1,1,2,/boundary/114686,Mexico
2024-08-01T00:00:00.000Z,1,4,0,2,0,1,0,1,1,3,/boundary/114686,Mexico
2024-09-01T00:00:00.000Z,1,8,1,2,0,1,0,1,1,6,/boundary/114686,Mexico
2024-10-01T00:00:00.000Z,1,8,0,2,,,0,1,0,7,/boundary/114686,Mexico
2024-11-01T00:00:00.000Z,0,4,0,1,,,0,1,0,4,/boundary/114686,Mexico
2024-12-01T00:00:00.000Z,0,4,0,1,0,1,0,2,0,2,/boundary/114686,Mexico
2025-01-01T00:00:00.000Z,1,7,1,2,0,1,1,1,1,5,/boundary/114686,Mexico
2025-02-01T00:00:00.000Z,1,5,1,4,0,1,0,1,1,5,/boundary/114686,Mexico
2025-03-01T00:00:00.000Z,1,8,0,4,,,,,0,6,/boundary/114686,Mexico
2025-04-01T00:00:00.000Z,0,4,0,3,0,1,0,1,0,3,/boundary/114686,Mexico
2025-05-01T00:00:00.000Z,0,8,0,4,0,1,0,1,0,6,/boundary/114686,Mexico
2025-06-01T00:00:00.000Z,0,5,0,1,0,1,0,1,0,2,/boundary/114686,Mexico
2025-07-01T00:00:00.000Z,0,6,0,1,,,,,0,5,/boundary/114686,Mexico
2025-08-01T00:00:00.000Z,1,8,1,1,0,1,0,1,1,4,/boundary/114686,Mexico
2025-09-01T00:00:00.000Z,1,10,1,5,0,1,0,1,1,8,/boundary/114686,Mexico
2025-10-01T00:00:00.000Z,0,10,0,4,,,0,1,0,7,/boundary/114686,Mexico
2025-10-02T00:00:00.000Z,0,10,0,4,,,0,1,0,7,/boundary/114686,Mexico
2025-10-03T00:00:00.000Z,2,10,1,4,,,0,1,1,7,/boundary/114686,Mexico
2025-10-04T00:00:00.000Z,1,11,0,4,,,0,1,0,7,/boundary/114686,Mexico
2025-10-05T00:00:00.000Z,1,12,1,5,,,0,1,1,8,/boundary/114686,Mexico
2025-10-06T00:00:00.000Z,1,12,1,6,,,0,1,1,8,/boundary/114686,Mexico
2025-10-07T00:00:00.000Z,2,13,0,6,1,1,1,1,2,9,/boundary/114686,Mexico
2025-10-08T00:00:00.000Z,0,13,0,6,0,1,0,1,0,9,/boundary/114686,Mexico
2025-10-09T00:00:00.000Z,1,13,0,6,0,1,0,1,1,9,/boundary/114686,Mexico
2025-10-10T00:00:00.000Z,0,13,0,6,0,1,0,1,0,9,/boundary/114686,Mexico
2025-10-11T00:00:00.000Z,1,14,0,6,0,1,0,1,0,9,/boundary/114686,Mexico
2025-10-12T00:00:00.000Z,0,13,0,6,0,1,0,1,0,9,/boundary/114686,Mexico
2025-10-13T00:00:00.000Z,0,11,0,5,0,1,0,1,0,8,/boundary/114686,Mexico
2025-10-14T00:00:00.000Z,1,12,0,5,0,1,0,1,0,8,/boundary/114686,Mexico
2025-10-15T00:00:00.000Z,1,13,1,6,0,1,0,1,1,9,/boundary/114686,Mexico
2025-10-16T00:00:00.000Z,1,13,0,6,0,1,0,1,1,9,/boundary/114686,Mexico
2025-10-17T00:00:00.000Z,0,12,0,5,0,1,0,1,0,8,/boundary/114686,Mexico
2025-10-18T00:00:00.000Z,0,12,0,5,0,1,0,1,0,8,/boundary/114686,Mexico
2025-10-19T00:00:00.000Z,1,12,0,5,0,1,1,1,1,8,/boundary/114686,Mexico
2025-10-20T00:00:00.000Z,2,13,0,5,0,1,0,1,2,9,/boundary/114686,Mexico
2025-10-21T00:00:00.000Z,0,13,0,5,0,1,0,1,0,9,/boundary/114686,Mexico
2025-10-22T00:00:00.000Z,1,13,0,5,0,1,0,1,1,9,/boundary/114686,Mexico
2025-10-23T00:00:00.000Z,0,13,0,5,0,1,0,1,0,9,/boundary/114686,Mexico
2025-10-24T00:00:00.000Z,0,12,0,4,0,1,0,1,0,8,/boundary/114686,Mexico
2025-10-25T00:00:00.000Z,0,11,0,4,0,1,0,1,0,7,/boundary/114686,Mexico
2025-10-26T00:00:00.000Z,0,11,0,4,0,1,0,1,0,7,/boundary/114686,Mexico
2025-10-27T00:00:00.000Z,0,11,0,4,0,1,0,1,0,7,/boundary/114686,Mexico
2025-10-28T00:00:00.000Z,0,11,0,4,0,1,0,1,0,7,/boundary/114686,Mexico
2025-10-29T00:00:00.000Z,2,13,0,4,0,1,0,1,1,8,/boundary/114686,Mexico
2025-10-30T00:00:00.000Z,0,13,0,4,0,1,0,1,0,8,/boundary/114686,Mexico
2025-10-31T00:00:00.000Z,0,13,0,4,0,1,0,1,0,8,/boundary/114686,Mexico
2025-11-01T00:00:00.000Z,1,14,0,4,0,1,0,1,1,9,/boundary/114686,Mexico
2025-11-02T00:00:00.000Z,0,13,0,3,0,1,0,1,0,9,/boundary/114686,Mexico
2025-11-03T00:00:00.000Z,1,12,0,3,0,1,0,1,1,9,/boundary/114686,Mexico
2025-11-04T00:00:00.000Z,1,11,1,3,1,1,0,1,1,8,/boundary/114686,Mexico
2025-11-05T00:00:00.000Z,0,10,0,2,0,1,0,1,0,7,/boundary/114686,Mexico
2025-11-06T00:00:00.000Z,0,9,0,2,0,1,0,1,0,6,/boundary/114686,Mexico
2024-01-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/58974,Moldova
2024-02-01T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/58974,Moldova
2024-03-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/58974,Moldova
2024-04-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/58974,Moldova
2024-05-01T00:00:00.000Z,0,2,0,1,,,,,0,1,/boundary/58974,Moldova
2024-06-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/58974,Moldova
2024-07-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/58974,Moldova
2024-08-01T00:00:00.000Z,1,3,1,2,,,,,0,2,/boundary/58974,Moldova
2024-09-01T00:00:00.000Z,0,4,0,3,,,,,0,1,/boundary/58974,Moldova
2024-10-01T00:00:00.000Z,0,4,0,2,,,,,0,1,/boundary/58974,Moldova
2024-11-01T00:00:00.000Z,0,4,0,2,,,,,0,3,/boundary/58974,Moldova
2024-12-01T00:00:00.000Z,0,3,0,3,,,,,0,1,/boundary/58974,Moldova
2025-01-01T00:00:00.000Z,0,3,0,2,,,,,0,1,/boundary/58974,Moldova
2025-02-01T00:00:00.000Z,1,5,,,,,,,1,3,/boundary/58974,Moldova
2025-03-01T00:00:00.000Z,1,1,0,1,,,,,0,1,/boundary/58974,Moldova
2025-04-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/58974,Moldova
2025-05-01T00:00:00.000Z,0,3,,,,,,,0,1,/boundary/58974,Moldova
2025-06-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/58974,Moldova
2025-07-01T00:00:00.000Z,0,2,0,1,,,,,0,2,/boundary/58974,Moldova
2025-08-01T00:00:00.000Z,0,4,,,,,,,0,1,/boundary/58974,Moldova
2025-09-01T00:00:00.000Z,0,1,0,1,,,,,,,/boundary/58974,Moldova
2025-10-01T00:00:00.000Z,0,4,0,2,,,,,0,3,/boundary/58974,Moldova
2025-10-02T00:00:00.000Z,1,4,0,2,,,,,0,3,/boundary/58974,Moldova
2025-10-03T00:00:00.000Z,0,4,0,2,,,,,0,3,/boundary/58974,Moldova
2025-10-04T00:00:00.000Z,0,4,0,2,,,,,0,3,/boundary/58974,Moldova
2025-10-05T00:00:00.000Z,0,4,0,2,,,,,0,3,/boundary/58974,Moldova
2025-10-06T00:00:00.000Z,0,4,0,2,,,,,0,3,/boundary/58974,Moldova
2025-10-07T00:00:00.000Z,0,4,0,2,,,,,0,3,/boundary/58974,Moldova
2025-10-08T00:00:00.000Z,0,4,0,2,,,,,0,3,/boundary/58974,Moldova
2025-10-09T00:00:00.000Z,0,4,0,2,,,,,0,3,/boundary/58974,Moldova
2025-10-10T00:00:00.000Z,1,3,0,2,,,,,0,3,/boundary/58974,Moldova
2025-10-11T00:00:00.000Z,0,3,0,2,,,,,0,3,/boundary/58974,Moldova
2025-10-12T00:00:00.000Z,0,3,0,2,,,,,0,3,/boundary/58974,Moldova
2025-10-13T00:00:00.000Z,0,3,0,2,,,,,0,3,/boundary/58974,Moldova
2025-10-14T00:00:00.000Z,0,3,0,2,,,,,0,3,/boundary/58974,Moldova
2025-10-15T00:00:00.000Z,0,3,0,2,,,,,0,3,/boundary/58974,Moldova
2025-10-16T00:00:00.000Z,0,3,0,2,,,,,0,3,/boundary/58974,Moldova
2025-10-17T00:00:00.000Z,0,3,0,2,,,,,0,3,/boundary/58974,Moldova
2025-10-18T00:00:00.000Z,0,3,0,2,,,,,0,3,/boundary/58974,Moldova
2025-10-19T00:00:00.000Z,0,3,0,2,,,,,0,3,/boundary/58974,Moldova
2025-10-20T00:00:00.000Z,0,3,0,2,,,,,0,3,/boundary/58974,Moldova
2025-10-21T00:00:00.000Z,0,3,0,2,,,,,0,3,/boundary/58974,Moldova
2025-10-22T00:00:00.000Z,0,3,0,1,,,,,0,2,/boundary/58974,Moldova
2025-10-23T00:00:00.000Z,0,2,,,,,,,,,/boundary/58974,Moldova
2025-10-24T00:00:00.000Z,0,2,,,,,,,,,/boundary/58974,Moldova
2025-10-25T00:00:00.000Z,0,2,,,,,,,,,/boundary/58974,Moldova
2025-10-26T00:00:00.000Z,0,2,,,,,,,,,/boundary/58974,Moldova
2025-10-27T00:00:00.000Z,0,2,,,,,,,,,/boundary/58974,Moldova
2025-10-28T00:00:00.000Z,0,2,,,,,,,,,/boundary/58974,Moldova
2025-10-29T00:00:00.000Z,0,1,,,,,,,,,/boundary/58974,Moldova
2025-10-30T00:00:00.000Z,0,1,,,,,,,,,/boundary/58974,Moldova
2025-10-31T00:00:00.000Z,1,1,,,,,,,,,/boundary/58974,Moldova
2025-11-01T00:00:00.000Z,1,1,1,1,,,,,,,/boundary/58974,Moldova
2025-11-02T00:00:00.000Z,0,1,0,1,,,,,,,/boundary/58974,Moldova
2025-11-03T00:00:00.000Z,0,1,0,1,,,,,,,/boundary/58974,Moldova
2025-11-04T00:00:00.000Z,1,1,1,1,,,,,,,/boundary/58974,Moldova
2025-11-05T00:00:00.000Z,1,1,0,1,,,,,,,/boundary/58974,Moldova
2025-11-06T00:00:00.000Z,0,1,0,1,,,,,,,/boundary/58974,Moldova
2024-02-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/161033,Mongolia
2024-03-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/161033,Mongolia
2024-04-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/161033,Mongolia
2024-06-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/161033,Mongolia
2024-07-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/161033,Mongolia
2024-08-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/161033,Mongolia
2024-09-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/161033,Mongolia
2024-11-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/161033,Mongolia
2024-12-01T00:00:00.000Z,0,3,,,,,,,0,1,/boundary/161033,Mongolia
2025-01-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/161033,Mongolia
2025-02-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/161033,Mongolia
2025-04-01T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/161033,Mongolia
2025-05-01T00:00:00.000Z,0,1,,,0,1,0,1,0,1,/boundary/161033,Mongolia
2025-06-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/161033,Mongolia
2025-07-01T00:00:00.000Z,1,2,,,,,,,,,/boundary/161033,Mongolia
2025-08-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/161033,Mongolia
2025-09-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/161033,Mongolia
2025-10-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/161033,Mongolia
2025-10-02T00:00:00.000Z,0,1,,,,,,,,,/boundary/161033,Mongolia
2025-10-03T00:00:00.000Z,0,1,,,,,,,,,/boundary/161033,Mongolia
2025-10-04T00:00:00.000Z,0,1,,,,,,,,,/boundary/161033,Mongolia
2025-10-21T00:00:00.000Z,1,1,,,,,,,1,1,/boundary/161033,Mongolia
2025-10-22T00:00:00.000Z,1,1,,,,,,,0,1,/boundary/161033,Mongolia
2025-10-23T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/161033,Mongolia
2025-10-24T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/161033,Mongolia
2025-10-25T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/161033,Mongolia
2025-10-26T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/161033,Mongolia
2025-10-27T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/161033,Mongolia
2025-10-28T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/161033,Mongolia
2025-10-29T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/161033,Mongolia
2025-10-30T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/161033,Mongolia
2025-10-31T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/161033,Mongolia
2025-11-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/161033,Mongolia
2025-11-02T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/161033,Mongolia
2025-11-03T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/161033,Mongolia
2025-11-04T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/161033,Mongolia
2025-11-05T00:00:00.000Z,1,2,,,,,,,1,2,/boundary/161033,Mongolia
2025-11-06T00:00:00.000Z,0,2,,,,,,,0,2,/boundary/161033,Mongolia
2024-03-01T00:00:00.000Z,2,3,1,1,,,,,1,2,/boundary/53296,Montenegro
2024-04-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/53296,Montenegro
2024-05-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/53296,Montenegro
2024-06-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/53296,Montenegro
2024-07-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/53296,Montenegro
2024-09-01T00:00:00.000Z,0,1,0,1,,,,,0,1,/boundary/53296,Montenegro
2024-11-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/53296,Montenegro
2024-12-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/53296,Montenegro
2025-01-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/53296,Montenegro
2025-03-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/53296,Montenegro
2025-04-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/53296,Montenegro
2025-05-01T00:00:00.000Z,1,3,,,,,,,,,/boundary/53296,Montenegro
2025-06-01T00:00:00.000Z,0,3,,,,,,,,,/boundary/53296,Montenegro
2025-07-01T00:00:00.000Z,0,1,0,1,,,,,,,/boundary/53296,Montenegro
2025-08-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/53296,Montenegro
2025-09-01T00:00:00.000Z,1,2,,,,,,,,,/boundary/53296,Montenegro
2025-10-29T00:00:00.000Z,1,1,,,,,,,,,/boundary/53296,Montenegro
2025-10-30T00:00:00.000Z,0,1,,,,,,,,,/boundary/53296,Montenegro
2025-10-31T00:00:00.000Z,1,1,,,,,,,1,1,/boundary/53296,Montenegro
2025-11-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/53296,Montenegro
2025-11-02T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/53296,Montenegro
2025-11-03T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/53296,Montenegro
2025-11-04T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/53296,Montenegro
2025-11-05T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/53296,Montenegro
2025-11-06T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/53296,Montenegro
2024-01-01T00:00:00.000Z,0,2,0,1,,,,,0,1,/boundary/3630439,Morocco
2024-02-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2024-03-01T00:00:00.000Z,0,2,0,1,,,,,0,1,/boundary/3630439,Morocco
2024-04-01T00:00:00.000Z,0,4,0,1,0,1,,,0,2,/boundary/3630439,Morocco
2024-07-01T00:00:00.000Z,1,2,,,,,,,,,/boundary/3630439,Morocco
2024-08-01T00:00:00.000Z,0,2,0,1,,,,,,,/boundary/3630439,Morocco
2024-10-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/3630439,Morocco
2024-11-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/3630439,Morocco
2024-12-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2025-01-01T00:00:00.000Z,0,1,,,,,0,1,0,1,/boundary/3630439,Morocco
2025-02-01T00:00:00.000Z,0,2,0,1,,,,,0,1,/boundary/3630439,Morocco
2025-03-01T00:00:00.000Z,1,1,,,,,,,,,/boundary/3630439,Morocco
2025-04-01T00:00:00.000Z,0,2,0,1,,,,,0,2,/boundary/3630439,Morocco
2025-05-01T00:00:00.000Z,1,4,,,0,2,,,0,3,/boundary/3630439,Morocco
2025-06-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2025-07-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2025-08-01T00:00:00.000Z,0,3,0,2,,,,,0,1,/boundary/3630439,Morocco
2025-09-01T00:00:00.000Z,0,3,0,1,0,1,,,0,3,/boundary/3630439,Morocco
2025-10-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/3630439,Morocco
2025-10-02T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/3630439,Morocco
2025-10-03T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/3630439,Morocco
2025-10-04T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/3630439,Morocco
2025-10-05T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/3630439,Morocco
2025-10-06T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/3630439,Morocco
2025-10-07T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/3630439,Morocco
2025-10-08T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/3630439,Morocco
2025-10-09T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/3630439,Morocco
2025-10-10T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/3630439,Morocco
2025-10-17T00:00:00.000Z,1,1,,,,,,,,,/boundary/3630439,Morocco
2025-10-18T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2025-10-19T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2025-10-20T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2025-10-21T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2025-10-22T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2025-10-23T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2025-10-24T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2025-10-25T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2025-10-26T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2025-10-27T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2025-10-28T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2025-10-29T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2025-10-30T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2025-10-31T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2025-11-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2025-11-02T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2025-11-03T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2025-11-04T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2025-11-05T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
2025-11-06T00:00:00.000Z,0,1,,,,,,,,,/boundary/3630439,Morocco
