t,amount_1d,amount_30d,labels.distribution.amount_1d,labels.distribution.amount_30d,labels.generation.amount_1d,labels.generation.amount_30d,labels.industrial.amount_1d,labels.industrial.amount_30d,labels.transmission.amount_1d,labels.transmission.amount_30d,id_relation,Pays
2024-01-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/364066,Armenia
2024-02-01T00:00:00.000Z,0,4,,,,,,,,,/boundary/364066,Armenia
2024-03-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2024-04-01T00:00:00.000Z,0,3,,,,,,,,,/boundary/364066,Armenia
2024-05-01T00:00:00.000Z,0,4,,,,,,,,,/boundary/364066,Armenia
2024-06-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/364066,Armenia
2024-07-01T00:00:00.000Z,0,4,,,,,,,,,/boundary/364066,Armenia
2024-09-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2024-10-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2024-11-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/364066,Armenia
2024-12-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-01-01T00:00:00.000Z,0,3,,,,,,,,,/boundary/364066,Armenia
2025-02-01T00:00:00.000Z,0,3,,,,,,,,,/boundary/364066,Armenia
2025-03-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/364066,Armenia
2025-04-01T00:00:00.000Z,1,3,,,,,,,,,/boundary/364066,Armenia
2025-05-01T00:00:00.000Z,1,4,0,1,,,,,0,1,/boundary/364066,Armenia
2025-06-01T00:00:00.000Z,0,3,,,,,,,,,/boundary/364066,Armenia
2025-07-01T00:00:00.000Z,1,1,,,,,,,,,/boundary/364066,Armenia
2025-08-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-09-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/364066,Armenia
2025-10-01T00:00:00.000Z,1,2,,,,,,,,,/boundary/364066,Armenia
2025-10-02T00:00:00.000Z,1,2,,,,,,,,,/boundary/364066,Armenia
2025-10-03T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-04T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-05T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-06T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-07T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-08T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-09T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-10T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-11T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-12T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-13T00:00:00.000Z,1,3,,,,,,,,,/boundary/364066,Armenia
2025-10-14T00:00:00.000Z,0,3,,,,,,,,,/boundary/364066,Armenia
2025-10-15T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-16T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-17T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-18T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-19T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-20T00:00:00.000Z,1,2,,,,,,,,,/boundary/364066,Armenia
2025-10-21T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-22T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-23T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-24T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-25T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-26T00:00:00.000Z,1,2,,,,,,,,,/boundary/364066,Armenia
2025-10-27T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-28T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-29T00:00:00.000Z,1,2,,,,,,,,,/boundary/364066,Armenia
2025-10-30T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-10-31T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-11-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-11-02T00:00:00.000Z,0,2,,,,,,,,,/boundary/364066,Armenia
2025-11-03T00:00:00.000Z,1,3,,,,,,,,,/boundary/364066,Armenia
2025-11-04T00:00:00.000Z,0,3,,,,,,,,,/boundary/364066,Armenia
2025-11-05T00:00:00.000Z,0,3,,,,,,,,,/boundary/364066,Armenia
2025-11-06T00:00:00.000Z,0,3,,,,,,,,,/boundary/364066,Armenia
2024-01-01T00:00:00.000Z,1,19,0,6,,,,,0,5,/boundary/80500,Australia
2024-02-01T00:00:00.000Z,0,18,0,6,,,0,1,0,8,/boundary/80500,Australia
2024-03-01T00:00:00.000Z,0,13,0,4,,,,,0,6,/boundary/80500,Australia
2024-04-01T00:00:00.000Z,1,14,0,3,0,1,0,1,0,8,/boundary/80500,Australia
2024-05-01T00:00:00.000Z,0,25,0,6,,,0,1,0,13,/boundary/80500,Australia
2024-06-01T00:00:00.000Z,2,13,1,6,0,1,,,2,7,/boundary/80500,Australia
2024-07-01T00:00:00.000Z,1,19,1,3,0,3,0,2,1,7,/boundary/80500,Australia
2024-08-01T00:00:00.000Z,1,15,1,5,0,1,0,1,1,7,/boundary/80500,Australia
2024-09-01T00:00:00.000Z,1,19,1,5,0,1,0,1,1,7,/boundary/80500,Australia
2024-10-01T00:00:00.000Z,2,16,0,4,0,1,,,2,8,/boundary/80500,Australia
2024-11-01T00:00:00.000Z,1,14,0,3,0,2,0,1,1,8,/boundary/80500,Australia
2024-12-01T00:00:00.000Z,2,14,0,3,0,1,0,2,1,9,/boundary/80500,Australia
2025-01-01T00:00:00.000Z,1,19,0,4,0,1,0,1,0,8,/boundary/80500,Australia
2025-02-01T00:00:00.000Z,1,26,0,7,0,1,0,1,0,9,/boundary/80500,Australia
2025-03-01T00:00:00.000Z,1,25,0,7,0,1,,,1,13,/boundary/80500,Australia
2025-04-01T00:00:00.000Z,1,24,0,8,0,3,,,0,10,/boundary/80500,Australia
2025-05-01T00:00:00.000Z,2,17,0,9,0,2,0,1,1,9,/boundary/80500,Australia
2025-06-01T00:00:00.000Z,1,16,0,4,0,1,,,1,8,/boundary/80500,Australia
2025-07-01T00:00:00.000Z,4,16,2,5,0,1,,,3,8,/boundary/80500,Australia
2025-08-01T00:00:00.000Z,0,15,0,3,,,,,0,5,/boundary/80500,Australia
2025-09-01T00:00:00.000Z,0,18,0,6,,,,,0,6,/boundary/80500,Australia
2025-10-01T00:00:00.000Z,1,21,0,4,,,0,1,0,5,/boundary/80500,Australia
2025-10-02T00:00:00.000Z,1,20,1,4,,,0,1,1,6,/boundary/80500,Australia
2025-10-03T00:00:00.000Z,1,21,1,5,,,0,1,1,7,/boundary/80500,Australia
2025-10-04T00:00:00.000Z,0,20,0,5,,,0,1,0,7,/boundary/80500,Australia
2025-10-05T00:00:00.000Z,0,20,0,5,,,0,1,0,7,/boundary/80500,Australia
2025-10-06T00:00:00.000Z,1,21,0,5,,,0,1,0,7,/boundary/80500,Australia
2025-10-07T00:00:00.000Z,2,22,1,6,,,0,1,1,8,/boundary/80500,Australia
2025-10-08T00:00:00.000Z,0,22,0,6,,,0,1,0,8,/boundary/80500,Australia
2025-10-09T00:00:00.000Z,1,23,0,6,,,0,1,1,9,/boundary/80500,Australia
2025-10-10T00:00:00.000Z,0,21,0,5,,,0,1,0,8,/boundary/80500,Australia
2025-10-11T00:00:00.000Z,1,20,0,5,,,0,1,0,8,/boundary/80500,Australia
2025-10-12T00:00:00.000Z,1,21,0,5,1,1,0,1,0,8,/boundary/80500,Australia
2025-10-13T00:00:00.000Z,1,21,0,5,0,1,0,1,1,8,/boundary/80500,Australia
2025-10-14T00:00:00.000Z,1,20,1,6,0,1,0,1,1,9,/boundary/80500,Australia
2025-10-15T00:00:00.000Z,0,20,0,6,0,1,0,1,0,9,/boundary/80500,Australia
2025-10-16T00:00:00.000Z,0,20,0,5,0,1,0,1,0,8,/boundary/80500,Australia
2025-10-17T00:00:00.000Z,1,20,0,5,0,1,0,1,0,8,/boundary/80500,Australia
2025-10-18T00:00:00.000Z,1,19,0,5,0,1,0,1,0,8,/boundary/80500,Australia
2025-10-19T00:00:00.000Z,3,20,2,7,0,1,,,1,9,/boundary/80500,Australia
2025-10-20T00:00:00.000Z,1,19,0,7,0,1,,,0,9,/boundary/80500,Australia
2025-10-21T00:00:00.000Z,2,20,0,7,0,1,,,1,10,/boundary/80500,Australia
2025-10-22T00:00:00.000Z,1,20,0,7,0,1,,,0,10,/boundary/80500,Australia
2025-10-23T00:00:00.000Z,1,21,1,8,0,1,,,1,11,/boundary/80500,Australia
2025-10-24T00:00:00.000Z,2,22,0,8,0,1,,,1,11,/boundary/80500,Australia
2025-10-25T00:00:00.000Z,0,22,0,8,0,1,,,0,11,/boundary/80500,Australia
2025-10-26T00:00:00.000Z,2,21,0,8,0,1,,,0,11,/boundary/80500,Australia
2025-10-27T00:00:00.000Z,1,21,0,8,0,1,,,0,11,/boundary/80500,Australia
2025-10-28T00:00:00.000Z,1,20,0,8,0,1,,,0,11,/boundary/80500,Australia
2025-10-29T00:00:00.000Z,0,19,0,8,0,1,,,0,11,/boundary/80500,Australia
2025-10-30T00:00:00.000Z,1,17,0,7,0,1,,,0,10,/boundary/80500,Australia
2025-10-31T00:00:00.000Z,2,17,0,7,0,1,,,0,10,/boundary/80500,Australia
2025-11-01T00:00:00.000Z,0,16,0,6,0,1,,,0,9,/boundary/80500,Australia
2025-11-02T00:00:00.000Z,0,15,0,5,0,1,,,0,8,/boundary/80500,Australia
2025-11-03T00:00:00.000Z,0,15,0,5,0,1,,,0,8,/boundary/80500,Australia
2025-11-04T00:00:00.000Z,0,15,0,5,0,1,,,0,8,/boundary/80500,Australia
2025-11-05T00:00:00.000Z,1,15,0,5,0,1,,,0,8,/boundary/80500,Australia
2025-11-06T00:00:00.000Z,0,14,0,4,0,1,,,0,7,/boundary/80500,Australia
2024-01-01T00:00:00.000Z,1,29,0,5,,,,,0,8,/boundary/16239,Austria
2024-02-01T00:00:00.000Z,1,29,0,1,0,1,,,0,2,/boundary/16239,Austria
2024-03-01T00:00:00.000Z,2,41,0,4,0,1,0,2,1,8,/boundary/16239,Austria
2024-04-01T00:00:00.000Z,6,31,1,4,,,,,0,5,/boundary/16239,Austria
2024-05-01T00:00:00.000Z,3,41,0,3,,,0,1,0,4,/boundary/16239,Austria
2024-06-01T00:00:00.000Z,2,26,1,2,,,0,1,1,4,/boundary/16239,Austria
2024-07-01T00:00:00.000Z,4,25,0,2,0,3,,,0,7,/boundary/16239,Austria
2024-08-01T00:00:00.000Z,1,29,0,2,,,,,0,8,/boundary/16239,Austria
2024-09-01T00:00:00.000Z,3,28,0,4,1,1,,,0,6,/boundary/16239,Austria
2024-10-01T00:00:00.000Z,2,40,0,9,0,1,0,1,0,10,/boundary/16239,Austria
2024-11-01T00:00:00.000Z,2,31,0,3,0,1,0,2,0,6,/boundary/16239,Austria
2024-12-01T00:00:00.000Z,1,41,0,4,0,1,,,0,7,/boundary/16239,Austria
2025-01-01T00:00:00.000Z,3,34,0,2,0,1,,,0,7,/boundary/16239,Austria
2025-02-01T00:00:00.000Z,0,34,0,2,,,,,0,8,/boundary/16239,Austria
2025-03-01T00:00:00.000Z,3,43,0,6,,,0,1,0,7,/boundary/16239,Austria
2025-04-01T00:00:00.000Z,2,32,0,5,,,0,1,0,7,/boundary/16239,Austria
2025-05-01T00:00:00.000Z,2,35,0,3,0,1,0,1,1,8,/boundary/16239,Austria
2025-06-01T00:00:00.000Z,2,40,0,8,,,0,2,0,10,/boundary/16239,Austria
2025-07-01T00:00:00.000Z,5,33,,,,,,,0,5,/boundary/16239,Austria
2025-08-01T00:00:00.000Z,2,33,0,4,,,0,1,0,4,/boundary/16239,Austria
2025-09-01T00:00:00.000Z,4,52,0,5,0,1,0,1,0,7,/boundary/16239,Austria
2025-10-01T00:00:00.000Z,3,43,0,5,0,1,0,1,0,7,/boundary/16239,Austria
2025-10-02T00:00:00.000Z,3,42,0,4,0,1,0,1,0,6,/boundary/16239,Austria
2025-10-03T00:00:00.000Z,3,40,0,4,0,1,0,1,1,6,/boundary/16239,Austria
2025-10-04T00:00:00.000Z,1,39,0,4,0,1,0,1,0,6,/boundary/16239,Austria
2025-10-05T00:00:00.000Z,3,38,0,4,0,1,0,1,0,5,/boundary/16239,Austria
2025-10-06T00:00:00.000Z,2,37,1,4,0,1,0,1,1,5,/boundary/16239,Austria
2025-10-07T00:00:00.000Z,4,38,0,4,0,1,0,1,0,5,/boundary/16239,Austria
2025-10-08T00:00:00.000Z,2,39,2,6,0,1,0,1,2,7,/boundary/16239,Austria
2025-10-09T00:00:00.000Z,2,40,0,6,0,1,0,1,2,9,/boundary/16239,Austria
2025-10-10T00:00:00.000Z,2,39,1,6,0,1,0,1,1,9,/boundary/16239,Austria
2025-10-11T00:00:00.000Z,0,37,0,6,0,1,0,1,0,9,/boundary/16239,Austria
2025-10-12T00:00:00.000Z,2,37,0,6,0,1,0,1,0,9,/boundary/16239,Austria
2025-10-13T00:00:00.000Z,2,37,0,6,0,1,0,1,0,9,/boundary/16239,Austria
2025-10-14T00:00:00.000Z,3,36,0,6,0,1,0,1,0,9,/boundary/16239,Austria
2025-10-15T00:00:00.000Z,0,35,0,6,0,1,0,1,0,9,/boundary/16239,Austria
2025-10-16T00:00:00.000Z,2,35,0,5,0,1,0,1,0,8,/boundary/16239,Austria
2025-10-17T00:00:00.000Z,1,35,0,5,0,1,0,1,0,8,/boundary/16239,Austria
2025-10-18T00:00:00.000Z,4,34,1,4,0,1,0,1,0,7,/boundary/16239,Austria
2025-10-19T00:00:00.000Z,5,34,1,5,0,1,0,1,1,7,/boundary/16239,Austria
2025-10-20T00:00:00.000Z,3,32,0,5,0,1,0,1,0,7,/boundary/16239,Austria
2025-10-21T00:00:00.000Z,3,32,0,5,0,1,0,1,0,7,/boundary/16239,Austria
2025-10-22T00:00:00.000Z,1,33,0,5,0,1,0,1,0,7,/boundary/16239,Austria
2025-10-23T00:00:00.000Z,1,33,0,5,0,1,0,1,0,7,/boundary/16239,Austria
2025-10-24T00:00:00.000Z,0,32,0,5,0,1,0,1,0,7,/boundary/16239,Austria
2025-10-25T00:00:00.000Z,6,36,1,6,0,1,0,1,2,9,/boundary/16239,Austria
2025-10-26T00:00:00.000Z,3,34,0,6,0,1,0,1,0,9,/boundary/16239,Austria
2025-10-27T00:00:00.000Z,1,35,0,6,0,1,,,0,9,/boundary/16239,Austria
2025-10-28T00:00:00.000Z,0,34,0,6,,,,,0,9,/boundary/16239,Austria
2025-10-29T00:00:00.000Z,3,35,0,6,,,,,0,9,/boundary/16239,Austria
2025-10-30T00:00:00.000Z,1,36,0,6,,,,,1,10,/boundary/16239,Austria
2025-10-31T00:00:00.000Z,1,35,0,6,,,,,0,10,/boundary/16239,Austria
2025-11-01T00:00:00.000Z,4,37,0,6,,,,,0,10,/boundary/16239,Austria
2025-11-02T00:00:00.000Z,0,37,0,6,,,,,0,10,/boundary/16239,Austria
2025-11-03T00:00:00.000Z,0,37,0,6,,,,,0,10,/boundary/16239,Austria
2025-11-04T00:00:00.000Z,2,38,0,6,,,1,1,1,11,/boundary/16239,Austria
2025-11-05T00:00:00.000Z,2,39,0,6,,,0,1,0,10,/boundary/16239,Austria
2025-11-06T00:00:00.000Z,0,36,0,6,,,0,1,0,10,/boundary/16239,Austria
2024-01-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/364110,Azerbaijan
2024-02-01T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/364110,Azerbaijan
2024-03-01T00:00:00.000Z,0,3,,,,,,,,,/boundary/364110,Azerbaijan
2024-04-01T00:00:00.000Z,0,2,0,1,,,,,0,1,/boundary/364110,Azerbaijan
2024-05-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/364110,Azerbaijan
2024-06-01T00:00:00.000Z,1,2,0,1,,,,,0,2,/boundary/364110,Azerbaijan
2024-07-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/364110,Azerbaijan
2024-08-01T00:00:00.000Z,0,5,0,1,,,,,0,4,/boundary/364110,Azerbaijan
2024-09-01T00:00:00.000Z,1,2,,,0,1,,,0,1,/boundary/364110,Azerbaijan
2024-10-01T00:00:00.000Z,0,3,,,,,,,0,2,/boundary/364110,Azerbaijan
2024-11-01T00:00:00.000Z,0,3,,,,,,,0,2,/boundary/364110,Azerbaijan
2024-12-01T00:00:00.000Z,0,6,,,,,,,0,4,/boundary/364110,Azerbaijan
2025-01-01T00:00:00.000Z,1,3,1,1,,,,,0,1,/boundary/364110,Azerbaijan
2025-02-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-03-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-04-01T00:00:00.000Z,1,2,1,1,,,,,1,1,/boundary/364110,Azerbaijan
2025-05-01T00:00:00.000Z,0,3,,,,,,,0,3,/boundary/364110,Azerbaijan
2025-06-01T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-07-01T00:00:00.000Z,0,3,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-08-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/364110,Azerbaijan
2025-09-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/364110,Azerbaijan
2025-10-01T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-02T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-03T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-04T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-05T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-06T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-07T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-08T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-09T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-10T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-11T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-12T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-13T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-14T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-15T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-16T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-17T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-18T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-19T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-20T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-21T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-22T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-23T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-24T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-25T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-26T00:00:00.000Z,1,2,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-27T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-28T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-29T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/364110,Azerbaijan
2025-10-30T00:00:00.000Z,0,1,,,,,,,,,/boundary/364110,Azerbaijan
2025-10-31T00:00:00.000Z,0,1,,,,,,,,,/boundary/364110,Azerbaijan
2025-11-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/364110,Azerbaijan
2025-11-02T00:00:00.000Z,0,1,,,,,,,,,/boundary/364110,Azerbaijan
2025-11-03T00:00:00.000Z,0,1,,,,,,,,,/boundary/364110,Azerbaijan
2025-11-04T00:00:00.000Z,0,1,,,,,,,,,/boundary/364110,Azerbaijan
2025-11-05T00:00:00.000Z,0,1,,,,,,,,,/boundary/364110,Azerbaijan
2025-11-06T00:00:00.000Z,0,1,,,,,,,,,/boundary/364110,Azerbaijan
2024-04-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/378734,Bahrain
2024-05-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/378734,Bahrain
2024-12-01T00:00:00.000Z,0,2,,,,,,,0,2,/boundary/378734,Bahrain
2025-10-29T00:00:00.000Z,1,1,,,,,,,1,1,/boundary/378734,Bahrain
2025-10-30T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/378734,Bahrain
2025-10-31T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/378734,Bahrain
2025-11-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/378734,Bahrain
2025-11-02T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/378734,Bahrain
2025-11-03T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/378734,Bahrain
2025-11-04T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/378734,Bahrain
2025-11-05T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/378734,Bahrain
2025-11-06T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/378734,Bahrain
2024-03-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/184640,Bangladesh
2024-04-01T00:00:00.000Z,0,3,,,,,,,0,2,/boundary/184640,Bangladesh
2024-05-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/184640,Bangladesh
2024-06-01T00:00:00.000Z,0,4,0,1,,,,,0,2,/boundary/184640,Bangladesh
2024-07-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/184640,Bangladesh
2024-08-01T00:00:00.000Z,0,3,,,,,,,0,2,/boundary/184640,Bangladesh
2024-10-01T00:00:00.000Z,0,2,,,,,,,,,/boundary/184640,Bangladesh
2024-11-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/184640,Bangladesh
2025-01-01T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/184640,Bangladesh
2025-02-01T00:00:00.000Z,0,1,,,,,,,,,/boundary/184640,Bangladesh
2025-03-01T00:00:00.000Z,0,4,,,,,,,0,3,/boundary/184640,Bangladesh
2025-04-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/184640,Bangladesh
2025-05-01T00:00:00.000Z,1,1,0,1,,,,,1,1,/boundary/184640,Bangladesh
2025-06-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/184640,Bangladesh
2025-07-01T00:00:00.000Z,0,1,0,1,,,,,0,1,/boundary/184640,Bangladesh
2025-08-01T00:00:00.000Z,0,1,,,,,,,0,1,/boundary/184640,Bangladesh
2025-09-01T00:00:00.000Z,0,2,,,,,,,0,2,/boundary/184640,Bangladesh
2025-10-01T00:00:00.000Z,1,2,,,,,,,0,1,/boundary/184640,Bangladesh
2025-10-02T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/184640,Bangladesh
2025-10-03T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/184640,Bangladesh
2025-10-04T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/184640,Bangladesh
2025-10-05T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/184640,Bangladesh
2025-10-06T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/184640,Bangladesh
2025-10-07T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/184640,Bangladesh
2025-10-08T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/184640,Bangladesh
2025-10-09T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/184640,Bangladesh
2025-10-10T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/184640,Bangladesh
2025-10-11T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/184640,Bangladesh
2025-10-12T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/184640,Bangladesh
2025-10-13T00:00:00.000Z,0,2,,,,,,,0,1,/boundary/184640,Bangladesh
2025-10-14T00:00:00.000Z,0,1,,,,,,,,,/boundary/184640,Bangladesh
2025-10-15T00:00:00.000Z,0,1,,,,,,,,,/boundary/184640,Bangladesh
2025-10-16T00:00:00.000Z,0,1,,,,,,,,,/boundary/184640,Bangladesh
2025-10-17T00:00:00.000Z,0,1,,,,,,,,,/boundary/184640,Bangladesh
2025-10-18T00:00:00.000Z,0,1,,,,,,,,,/boundary/184640,Bangladesh
2025-10-19T00:00:00.000Z,1,2,,,,,,,,,/boundary/184640,Bangladesh
2025-10-20T00:00:00.000Z,0,2,,,,,,,,,/boundary/184640,Bangladesh
2025-10-21T00:00:00.000Z,1,3,,,,,,,,,/boundary/184640,Bangladesh
2025-10-22T00:00:00.000Z,1,3,,,,,,,,,/boundary/184640,Bangladesh
2025-10-23T00:00:00.000Z,0,3,,,,,,,,,/boundary/184640,Bangladesh
2025-10-24T00:00:00.000Z,0,3,,,,,,,,,/boundary/184640,Bangladesh
2025-10-25T00:00:00.000Z,0,3,,,,,,,,,/boundary/184640,Bangladesh
2025-10-26T00:00:00.000Z,0,3,,,,,,,,,/boundary/184640,Bangladesh
2025-10-27T00:00:00.000Z,0,3,,,,,,,,,/boundary/184640,Bangladesh
2025-10-28T00:00:00.000Z,0,3,,,,,,,,,/boundary/184640,Bangladesh
2025-10-29T00:00:00.000Z,0,3,,,,,,,,,/boundary/184640,Bangladesh
2025-10-30T00:00:00.000Z,0,3,,,,,,,,,/boundary/184640,Bangladesh
2025-10-31T00:00:00.000Z,0,3,,,,,,,,,/boundary/184640,Bangladesh
2025-11-01T00:00:00.000Z,0,3,,,,,,,,,/boundary/184640,Bangladesh
2025-11-02T00:00:00.000Z,0,3,,,,,,,,,/boundary/184640,Bangladesh
2025-11-03T00:00:00.000Z,0,3,,,,,,,,,/boundary/184640,Bangladesh
2025-11-04T00:00:00.000Z,1,4,,,,,,,1,1,/boundary/184640,Bangladesh
2025-11-05T00:00:00.000Z,0,4,,,,,,,0,1,/boundary/184640,Bangladesh
2025-11-06T00:00:00.000Z,1,4,,,,,,,0,1,/boundary/184640,Bangladesh
2024-01-01T00:00:00.000Z,1,22,0,6,,,0,2,0,4,/boundary/59065,Belarus
2024-02-01T00:00:00.000Z,1,22,0,2,,,1,1,0,2,/boundary/59065,Belarus
2024-03-01T00:00:00.000Z,1,23,0,5,,,0,1,0,3,/boundary/59065,Belarus
2024-04-01T00:00:00.000Z,5,26,0,4,,,0,2,0,6,/boundary/59065,Belarus
2024-05-01T00:00:00.000Z,0,27,0,7,,,0,5,0,8,/boundary/59065,Belarus
