t,amount,length,labels.distribution.amount,labels.distribution.length,labels.transmission.amount,labels.transmission.length,labels.transmission_overhead.amount,labels.transmission_overhead.length,id_relation,Pays
2025-03-01T00:00:00.000Z,1099,22645.9837681008,1,109869.10886711,1099,22645.9837681008,1096,22606.388291405,/boundary/2067731,Thailand
2025-04-01T00:00:00.000Z,1122,23042.4086765618,4,130971.040308375,1119,23021.3067451206,1116,22981.7112684248,/boundary/2067731,Thailand
2025-05-01T00:00:00.000Z,1121,23042.4436278355,4,130971.040309589,1118,23021.341696393,1115,22981.7462196972,/boundary/2067731,Thailand
2025-06-01T00:00:00.000Z,1161,23043.6988942333,4,130971.040309589,1158,23022.5969627908,1143,22977.4561875777,/boundary/2067731,Thailand
2025-07-01T00:00:00.000Z,1170,23047.468994408,4,130971.040309589,1167,23026.3670629655,1149,22981.0251968963,/boundary/2067731,Thailand
2025-08-01T00:00:00.000Z,1191,23139.8473499143,5,132011.487322185,1187,23117.7049714592,1168,23072.2938087478,/boundary/2067731,Thailand
2025-09-01T00:00:00.000Z,1203,23170.9257987919,5,132011.487322185,1199,23148.7834203368,1177,23102.9568005231,/boundary/2067731,Thailand
2025-10-01T00:00:00.000Z,1206,23197.8963927665,5,132011.487322185,1202,23175.7540143114,1179,23129.80467932,/boundary/2067731,Thailand
2025-10-02T00:00:00.000Z,1206,23197.8963927665,5,132011.487322185,1202,23175.7540143114,1179,23129.80467932,/boundary/2067731,Thailand
2025-10-03T00:00:00.000Z,1206,23197.8963927665,5,132011.487322185,1202,23175.7540143114,1179,23129.80467932,/boundary/2067731,Thailand
2025-10-04T00:00:00.000Z,1206,23197.8963927665,5,132011.487322185,1202,23175.7540143114,1179,23129.80467932,/boundary/2067731,Thailand
2025-10-05T00:00:00.000Z,1206,23197.8963927665,5,132011.487322185,1202,23175.7540143114,1179,23129.80467932,/boundary/2067731,Thailand
2025-10-06T00:00:00.000Z,1206,23197.947601747,5,132062.696302659,1202,23175.8052232919,1179,23129.8558883005,/boundary/2067731,Thailand
2025-10-07T00:00:00.000Z,1206,23197.947601747,5,132062.696302659,1202,23175.8052232919,1179,23129.8558883005,/boundary/2067731,Thailand
2025-10-08T00:00:00.000Z,1206,23197.947601747,5,132062.696302659,1202,23175.8052232919,1179,23129.8558883005,/boundary/2067731,Thailand
2025-10-09T00:00:00.000Z,1206,23197.947601747,5,132062.696302659,1202,23175.8052232919,1179,23129.8558883005,/boundary/2067731,Thailand
2025-10-10T00:00:00.000Z,1206,23197.947601747,5,132062.696302659,1202,23175.8052232919,1179,23129.8558883005,/boundary/2067731,Thailand
2025-10-11T00:00:00.000Z,1206,23197.947601747,5,132062.696302659,1202,23175.8052232919,1179,23129.8558883005,/boundary/2067731,Thailand
2025-10-12T00:00:00.000Z,1206,23197.947601747,5,132062.696302659,1202,23175.8052232919,1179,23129.8558883006,/boundary/2067731,Thailand
2025-10-13T00:00:00.000Z,1207,23207.0773118984,5,132062.696302659,1203,23184.9349334433,1180,23138.985598452,/boundary/2067731,Thailand
2025-10-14T00:00:00.000Z,1207,23207.0773118984,5,132062.696302659,1203,23184.9349334433,1180,23138.985598452,/boundary/2067731,Thailand
2025-10-15T00:00:00.000Z,1207,23207.0773118984,5,132062.696302659,1203,23184.9349334433,1180,23138.985598452,/boundary/2067731,Thailand
2025-10-16T00:00:00.000Z,1207,23207.0773118984,5,132062.696302659,1203,23184.9349334433,1180,23138.985598452,/boundary/2067731,Thailand
2025-10-17T00:00:00.000Z,1208,23264.0313714798,5,132062.696302659,1204,23241.8889930247,1181,23195.9396580333,/boundary/2067731,Thailand
2025-10-18T00:00:00.000Z,1208,23264.0313714798,5,132062.696302659,1204,23241.8889930247,1181,23195.9396580333,/boundary/2067731,Thailand
2025-10-19T00:00:00.000Z,1208,23264.0313714798,5,132062.696302659,1204,23241.8889930247,1181,23195.9396580333,/boundary/2067731,Thailand
2025-10-20T00:00:00.000Z,1208,23264.0313714798,5,132062.696302659,1204,23241.8889930247,1181,23195.9396580333,/boundary/2067731,Thailand
2025-10-21T00:00:00.000Z,1208,23264.0313714798,5,132062.696302659,1204,23241.8889930247,1181,23195.9396580333,/boundary/2067731,Thailand
2025-10-22T00:00:00.000Z,1208,23264.0313714798,5,132062.696302659,1204,23241.8889930247,1181,23195.9396580333,/boundary/2067731,Thailand
2025-10-23T00:00:00.000Z,1208,23264.0313714798,5,132062.696302659,1204,23241.8889930247,1181,23195.9396580333,/boundary/2067731,Thailand
2025-10-24T00:00:00.000Z,1209,23346.7774156701,5,132062.696302659,1205,23324.6350372151,1182,23278.6857022237,/boundary/2067731,Thailand
2025-10-25T00:00:00.000Z,1209,23346.7774156701,5,132062.696302659,1205,23324.6350372151,1182,23278.6857022237,/boundary/2067731,Thailand
2025-10-26T00:00:00.000Z,1209,23346.7774156701,5,132062.696302659,1205,23324.6350372151,1182,23278.6857022237,/boundary/2067731,Thailand
2025-10-27T00:00:00.000Z,1209,23346.7774156701,5,132062.696302659,1205,23324.6350372151,1182,23278.6857022237,/boundary/2067731,Thailand
2025-10-28T00:00:00.000Z,1209,23346.7774156701,5,132062.696302659,1205,23324.6350372151,1182,23278.6857022237,/boundary/2067731,Thailand
2025-10-29T00:00:00.000Z,1209,23346.7774156701,5,132062.696302659,1205,23324.6350372151,1182,23278.6857022237,/boundary/2067731,Thailand
2025-10-30T00:00:00.000Z,1209,23346.7774156701,5,132062.696302659,1205,23324.6350372151,1182,23278.6857022237,/boundary/2067731,Thailand
2024-10-01T00:00:00.000Z,1,21.2897126202542,,,1,21.2897126202542,1,21.2897126202542,/boundary/547469,The Bahamas
2024-11-01T00:00:00.000Z,1,21.2897126202542,,,1,21.2897126202542,1,21.2897126202542,/boundary/547469,The Bahamas
2024-12-01T00:00:00.000Z,1,21.2897126202542,,,1,21.2897126202542,1,21.2897126202542,/boundary/547469,The Bahamas
2025-01-01T00:00:00.000Z,1,21.2897126202542,,,1,21.2897126202542,1,21.2897126202542,/boundary/547469,The Bahamas
2025-02-01T00:00:00.000Z,1,21.2897126202542,,,1,21.2897126202542,1,21.2897126202542,/boundary/547469,The Bahamas
2025-03-01T00:00:00.000Z,1,21.2897126202542,,,1,21.2897126202542,1,21.2897126202542,/boundary/547469,The Bahamas
2025-04-01T00:00:00.000Z,1,21.2897126202542,,,1,21.2897126202542,1,21.2897126202542,/boundary/547469,The Bahamas
2025-05-01T00:00:00.000Z,1,21.2897126202542,,,1,21.2897126202542,1,21.2897126202542,/boundary/547469,The Bahamas
2025-06-01T00:00:00.000Z,1,21.2897126202542,,,1,21.2897126202542,1,21.2897126202542,/boundary/547469,The Bahamas
2025-07-01T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-08-01T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-09-01T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-01T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-02T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-03T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-04T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-05T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-06T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-07T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-08T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-09T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-10T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-11T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-12T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-13T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-14T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-15T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-16T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-17T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-18T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-19T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-20T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-21T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-22T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-23T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-24T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-25T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-26T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-27T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-28T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-29T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2025-10-30T00:00:00.000Z,5,29.5793489828346,,,5,29.5793489828346,5,29.5793489828346,/boundary/547469,The Bahamas
2024-10-01T00:00:00.000Z,11,317.400353824237,,,11,317.400353824237,11,317.400353824237,/boundary/192774,The Gambia
2024-11-01T00:00:00.000Z,11,317.400353824237,,,11,317.400353824237,11,317.400353824237,/boundary/192774,The Gambia
2024-12-01T00:00:00.000Z,11,317.400353824237,,,11,317.400353824237,11,317.400353824237,/boundary/192774,The Gambia
2025-01-01T00:00:00.000Z,11,317.400353824237,,,11,317.400353824237,11,317.400353824237,/boundary/192774,The Gambia
2025-02-01T00:00:00.000Z,11,317.400353824237,,,11,317.400353824237,11,317.400353824237,/boundary/192774,The Gambia
2025-03-01T00:00:00.000Z,11,317.400353824237,,,11,317.400353824237,11,317.400353824237,/boundary/192774,The Gambia
2025-04-01T00:00:00.000Z,11,317.400353824237,,,11,317.400353824237,11,317.400353824237,/boundary/192774,The Gambia
2025-05-01T00:00:00.000Z,11,317.400353824237,,,11,317.400353824237,11,317.400353824237,/boundary/192774,The Gambia
2025-06-01T00:00:00.000Z,11,317.400353824237,,,11,317.400353824237,11,317.400353824237,/boundary/192774,The Gambia
2025-07-01T00:00:00.000Z,11,317.400353824237,,,11,317.400353824237,11,317.400353824237,/boundary/192774,The Gambia
2025-08-01T00:00:00.000Z,11,317.400353824237,,,11,317.400353824237,11,317.400353824237,/boundary/192774,The Gambia
2025-09-01T00:00:00.000Z,11,317.39787768512,,,11,317.39787768512,11,317.39787768512,/boundary/192774,The Gambia
2025-10-01T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-02T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-03T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-04T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-05T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-06T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-07T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-08T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-09T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-10T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-11T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-12T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-13T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-14T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-15T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-16T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-17T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-18T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-19T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-20T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-21T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-22T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-23T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-24T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-25T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-26T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-27T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-28T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-29T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2025-10-30T00:00:00.000Z,11,317.459590773704,,,11,317.459590773704,11,317.459590773704,/boundary/192774,The Gambia
2024-10-01T00:00:00.000Z,48,1106.0527218863,,,48,1106.0527218863,48,1106.0527218863,/boundary/192782,Togo
2024-11-01T00:00:00.000Z,48,1106.0527218863,,,48,1106.0527218863,48,1106.0527218863,/boundary/192782,Togo
2024-12-01T00:00:00.000Z,48,1106.0527218863,,,48,1106.0527218863,48,1106.0527218863,/boundary/192782,Togo
2025-01-01T00:00:00.000Z,48,1106.0527218863,,,48,1106.0527218863,48,1106.0527218863,/boundary/192782,Togo
2025-02-01T00:00:00.000Z,48,1106.0527218863,,,48,1106.0527218863,48,1106.0527218863,/boundary/192782,Togo
2025-03-01T00:00:00.000Z,48,1106.0527218863,,,48,1106.0527218863,48,1106.0527218863,/boundary/192782,Togo
2025-04-01T00:00:00.000Z,48,1106.0527218863,,,48,1106.0527218863,48,1106.0527218863,/boundary/192782,Togo
2025-05-01T00:00:00.000Z,48,1106.0527218863,,,48,1106.0527218863,48,1106.0527218863,/boundary/192782,Togo
2025-06-01T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-07-01T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-08-01T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-09-01T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-01T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-02T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-03T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-04T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-05T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-06T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-07T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-08T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-09T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-10T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-11T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-12T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-13T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-14T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-15T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-16T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-17T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-18T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-19T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-20T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-21T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-22T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-23T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-24T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-25T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-26T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-27T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-28T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-29T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2025-10-30T00:00:00.000Z,48,1106.05102135021,,,48,1106.05102135021,48,1106.05102135021,/boundary/192782,Togo
2024-10-01T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2024-11-01T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2024-12-01T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-01-01T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-02-01T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-03-01T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-04-01T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-05-01T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-06-01T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-07-01T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-08-01T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-09-01T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-01T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-02T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-03T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-04T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-05T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-06T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-07T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-08T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-09T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-10T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-11T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-12T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-13T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-14T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-15T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-16T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-17T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-18T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-19T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-20T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-21T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-22T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-23T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-24T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-25T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-26T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-27T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-28T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-29T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2025-10-30T00:00:00.000Z,29,226.58406576402,,,29,226.58406576402,29,226.58406576402,/boundary/555717,Trinidad and Tobago
2024-10-01T00:00:00.000Z,347,5869.73846785562,17,166658.533288997,330,5703.07993456663,329,5702.32367007246,/boundary/192757,Tunisia
2024-11-01T00:00:00.000Z,347,5869.73846785562,17,166658.533288997,330,5703.07993456663,329,5702.32367007246,/boundary/192757,Tunisia
2024-12-01T00:00:00.000Z,347,5869.73846802634,17,166658.533288997,330,5703.07993473734,329,5702.32367024318,/boundary/192757,Tunisia
2025-01-01T00:00:00.000Z,347,5869.73846802634,17,166658.533288997,330,5703.07993473734,329,5702.32367024318,/boundary/192757,Tunisia
2025-02-01T00:00:00.000Z,347,5869.73846802634,17,166658.533288997,330,5703.07993473734,329,5702.32367024318,/boundary/192757,Tunisia
2025-03-01T00:00:00.000Z,346,5865.1021758527,17,166658.533288997,329,5698.4436425637,328,5697.68737806953,/boundary/192757,Tunisia
2025-04-01T00:00:00.000Z,346,5865.1021758527,17,166658.533288997,329,5698.4436425637,328,5697.68737806953,/boundary/192757,Tunisia
2025-05-01T00:00:00.000Z,355,5906.87626899767,22,207126.903635303,329,5698.4436425637,328,5697.68737806953,/boundary/192757,Tunisia
2025-06-01T00:00:00.000Z,358,5920.04347891121,24,207569.304580235,329,5711.14545133941,328,5710.38918684524,/boundary/192757,Tunisia
2025-07-01T00:00:00.000Z,358,5920.04347891121,24,207569.304580235,329,5711.14545133941,328,5710.38918684524,/boundary/192757,Tunisia
